Clust,Lon,Lat,Shap2014,Shap2015,Shap2016,Shap2017,Shap2018,Shap2019,Shap2020,Shap2021
10,156,12,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,156,14,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,156,16,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
19,156,18,0.007936906,-0.771654481,-1.977213687,-1.692048807,-0.077388377,-0.194255071,-0.419036622,-0.421047062
11,156,20,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,156,22,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,156,24,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,156,26,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,156,28,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
14,156,30,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
14,156,32,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
14,156,34,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
14,156,36,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
20,156,38,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,156,40,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
17,156,42,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
17,156,44,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
17,156,46,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
15,156,48,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,156,50,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,156,52,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,156,54,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,156,56,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,156,58,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,156,60,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
16,158,-30,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,158,-28,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,158,-26,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,158,-24,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,158,-22,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,158,-20,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,158,-18,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
13,158,-16,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,158,-14,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,158,-12,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,158,-10,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,158,-8,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,158,-6,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
18,158,-4,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,158,-2,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,158,0,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,158,2,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,158,4,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
10,158,6,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,158,8,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,158,10,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,158,12,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,158,14,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
19,158,16,0.007936906,-0.771654481,-1.977213687,-1.692048807,-0.077388377,-0.194255071,-0.419036622,-0.421047062
19,158,18,0.007936906,-0.771654481,-1.977213687,-1.692048807,-0.077388377,-0.194255071,-0.419036622,-0.421047062
11,158,20,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,158,22,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,158,24,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,158,26,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,158,28,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
14,158,30,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
14,158,32,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
14,158,34,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
14,158,36,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
20,158,38,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,158,40,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,158,42,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
17,158,44,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
17,158,46,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
15,158,48,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,158,50,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,158,52,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
21,158,60,0.347190646,-1.607432846,0.325466006,0.362100386,0.344401826,0.26668762,-0.024461682,0.113219479
16,160,-30,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,160,-28,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,160,-26,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,160,-24,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,160,-22,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,160,-20,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,160,-18,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
13,160,-16,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,160,-14,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,160,-12,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,160,-10,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,160,-8,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,160,-6,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
18,160,-4,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,160,-2,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,160,0,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,160,2,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,160,4,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
10,160,6,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,160,8,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,160,10,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,160,12,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,160,14,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
19,160,16,0.007936906,-0.771654481,-1.977213687,-1.692048807,-0.077388377,-0.194255071,-0.419036622,-0.421047062
19,160,18,0.007936906,-0.771654481,-1.977213687,-1.692048807,-0.077388377,-0.194255071,-0.419036622,-0.421047062
11,160,20,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,160,22,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,160,24,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,160,26,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,160,28,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
14,160,30,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
14,160,32,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
14,160,34,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
20,160,36,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,160,38,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,160,40,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,160,42,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
17,160,44,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
17,160,46,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
17,160,48,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
15,160,50,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,160,52,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,160,54,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
21,160,60,0.347190646,-1.607432846,0.325466006,0.362100386,0.344401826,0.26668762,-0.024461682,0.113219479
16,162,-30,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,162,-28,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,162,-26,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,162,-24,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,162,-22,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,162,-20,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
13,162,-18,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,162,-16,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,162,-14,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,162,-12,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,162,-10,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,162,-8,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
18,162,-6,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,162,-4,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,162,-2,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
22,162,0,0.33788582,0.396413698,-0.586610542,-0.424019166,0.347741583,0.338456244,-0.938592666,0.243201196
18,162,2,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,162,4,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,162,6,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
10,162,8,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,162,10,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,162,12,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,162,14,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
19,162,16,0.007936906,-0.771654481,-1.977213687,-1.692048807,-0.077388377,-0.194255071,-0.419036622,-0.421047062
19,162,18,0.007936906,-0.771654481,-1.977213687,-1.692048807,-0.077388377,-0.194255071,-0.419036622,-0.421047062
11,162,20,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,162,22,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,162,24,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,162,26,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,162,28,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
14,162,30,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
14,162,32,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
14,162,34,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
20,162,36,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,162,38,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,162,40,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,162,42,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
17,162,44,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
17,162,46,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
17,162,48,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
15,162,50,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,162,52,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,162,54,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,162,56,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
16,164,-30,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,164,-28,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,164,-26,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,164,-24,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,164,-22,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,164,-20,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
13,164,-18,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,164,-16,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,164,-14,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,164,-12,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,164,-10,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
18,164,-8,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,164,-6,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,164,-4,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
22,164,-2,0.33788582,0.396413698,-0.586610542,-0.424019166,0.347741583,0.338456244,-0.938592666,0.243201196
22,164,0,0.33788582,0.396413698,-0.586610542,-0.424019166,0.347741583,0.338456244,-0.938592666,0.243201196
22,164,2,0.33788582,0.396413698,-0.586610542,-0.424019166,0.347741583,0.338456244,-0.938592666,0.243201196
18,164,4,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,164,6,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
10,164,8,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,164,10,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,164,12,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,164,14,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
19,164,16,0.007936906,-0.771654481,-1.977213687,-1.692048807,-0.077388377,-0.194255071,-0.419036622,-0.421047062
19,164,18,0.007936906,-0.771654481,-1.977213687,-1.692048807,-0.077388377,-0.194255071,-0.419036622,-0.421047062
19,164,20,0.007936906,-0.771654481,-1.977213687,-1.692048807,-0.077388377,-0.194255071,-0.419036622,-0.421047062
11,164,22,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,164,24,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,164,26,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,164,28,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
14,164,30,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
14,164,32,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
14,164,34,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
20,164,36,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,164,38,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,164,40,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,164,42,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
17,164,44,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
17,164,46,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
17,164,48,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
15,164,50,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,164,52,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
15,164,54,0.439056106,0.012549256,-0.146078787,-0.083813333,-0.010554253,-0.104422545,-0.147133167,0.076214128
21,164,56,0.347190646,-1.607432846,0.325466006,0.362100386,0.344401826,0.26668762,-0.024461682,0.113219479
21,164,58,0.347190646,-1.607432846,0.325466006,0.362100386,0.344401826,0.26668762,-0.024461682,0.113219479
21,164,60,0.347190646,-1.607432846,0.325466006,0.362100386,0.344401826,0.26668762,-0.024461682,0.113219479
16,166,-30,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,166,-28,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,166,-26,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
16,166,-24,-0.177778981,0.11568319,0.089618748,0.035599316,0.0993404,0.099659616,-0.203441562,-0.132581626
23,166,-22,0.105791834,-2.121723711,0.171471276,-0.264122104,0.153460629,0.18090274,0.02875304,0.127875878
23,166,-20,0.105791834,-2.121723711,0.171471276,-0.264122104,0.153460629,0.18090274,0.02875304,0.127875878
23,166,-18,0.105791834,-2.121723711,0.171471276,-0.264122104,0.153460629,0.18090274,0.02875304,0.127875878
13,166,-16,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,166,-14,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,166,-12,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
13,166,-10,0.134140399,0.276057736,0.139250145,-0.016923546,0.069552249,0.272858347,0.208296976,0.106457721
18,166,-8,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,166,-6,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,166,-4,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
22,166,-2,0.33788582,0.396413698,-0.586610542,-0.424019166,0.347741583,0.338456244,-0.938592666,0.243201196
22,166,0,0.33788582,0.396413698,-0.586610542,-0.424019166,0.347741583,0.338456244,-0.938592666,0.243201196
22,166,2,0.33788582,0.396413698,-0.586610542,-0.424019166,0.347741583,0.338456244,-0.938592666,0.243201196
18,166,4,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
18,166,6,0.16734292,-0.186407578,-0.430068617,0.95839517,-0.213906172,-0.242580661,-0.169181721,0.584366358
10,166,8,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,166,10,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,166,12,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
10,166,14,0.034169147,-0.333788774,0.011111098,-0.019212101,0.21381013,0.256593904,-0.021174182,0.086765685
19,166,16,0.007936906,-0.771654481,-1.977213687,-1.692048807,-0.077388377,-0.194255071,-0.419036622,-0.421047062
19,166,18,0.007936906,-0.771654481,-1.977213687,-1.692048807,-0.077388377,-0.194255071,-0.419036622,-0.421047062
19,166,20,0.007936906,-0.771654481,-1.977213687,-1.692048807,-0.077388377,-0.194255071,-0.419036622,-0.421047062
11,166,22,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,166,24,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,166,26,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
11,166,28,0.206718869,-0.249859607,-0.289413984,0.301534582,0.215534237,0.118072168,0.173784777,0.32789083
24,166,30,-0.317492115,0.527575834,-0.045801737,-0.225224668,0.026427443,0.078504448,-0.300691424,0.505051585
14,166,32,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
14,166,34,0.075501528,-0.012746338,0.043816859,-0.425281287,0.000226594,-0.230334264,0.187168668,0.108280176
20,166,36,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,166,38,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,166,40,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
20,166,42,0.163036556,-0.618620009,-0.552482167,0.034994198,-0.073210666,0.028876659,-0.742609879,-0.130862595
17,166,44,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
17,166,46,-0.659301275,-0.832850398,-0.502515061,-0.628894531,0.123546497,0.064047118,0.260975689,0.247826031
