Clust,Lon,Lat,Shap2014,Shap2015,Shap2016,Shap2017,Shap2018,Shap2019,Shap2020,Shap2021
8,136,44,0.915732787,-0.231411266,1.026584051,-0.97612997,0.845056224,-0.68318182,1.019928583,-0.651125441
1,138,-14,-0.05749725,0.090910519,0.103511867,-0.025884739,0.343399879,-0.056818247,0.249784344,-0.015849147
1,138,-12,-0.05749725,0.090910519,0.103511867,-0.025884739,0.343399879,-0.056818247,0.249784344,-0.015849147
1,138,-10,-0.05749725,0.090910519,0.103511867,-0.025884739,0.343399879,-0.056818247,0.249784344,-0.015849147
1,138,-8,-0.05749725,0.090910519,0.103511867,-0.025884739,0.343399879,-0.056818247,0.249784344,-0.015849147
1,138,-6,-0.05749725,0.090910519,0.103511867,-0.025884739,0.343399879,-0.056818247,0.249784344,-0.015849147
2,138,0,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,138,2,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,138,4,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,138,6,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,138,8,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,138,10,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,138,12,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,138,14,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,138,16,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,138,18,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
3,138,20,-0.007694822,0.036835959,0.008803788,0.004181641,-0.054229801,-0.049637896,-0.085788337,0.015755872
3,138,22,-0.007694822,0.036835959,0.008803788,0.004181641,-0.054229801,-0.049637896,-0.085788337,0.015755872
3,138,24,-0.007694822,0.036835959,0.008803788,0.004181641,-0.054229801,-0.049637896,-0.085788337,0.015755872
7,138,26,0.806780616,0.806163649,1.080258063,0.784648605,0.194607866,-0.207892522,1.196953436,0.667635388
7,138,28,0.806780616,0.806163649,1.080258063,0.784648605,0.194607866,-0.207892522,1.196953436,0.667635388
7,138,30,0.806780616,0.806163649,1.080258063,0.784648605,0.194607866,-0.207892522,1.196953436,0.667635388
5,138,32,-0.046020612,-0.308074814,-0.386346147,0.244286308,0.887002813,-0.208670771,-0.181261647,0.563723026
5,138,34,-0.046020612,-0.308074814,-0.386346147,0.244286308,0.887002813,-0.208670771,-0.181261647,0.563723026
6,138,38,0.13997236,0.062265399,-0.238741438,0.187301717,0.044203843,0.184694866,0.108707598,0.135307053
6,138,40,0.13997236,0.062265399,-0.238741438,0.187301717,0.044203843,0.184694866,0.108707598,0.135307053
6,138,42,0.13997236,0.062265399,-0.238741438,0.187301717,0.044203843,0.184694866,0.108707598,0.135307053
8,138,44,0.915732787,-0.231411266,1.026584051,-0.97612997,0.845056224,-0.68318182,1.019928583,-0.651125441
8,138,46,0.915732787,-0.231411266,1.026584051,-0.97612997,0.845056224,-0.68318182,1.019928583,-0.651125441
9,138,54,0.163334205,-0.142557324,0.331112599,-0.127537717,-0.663233813,-0.118604547,0.031539735,0.204590431
9,138,56,0.163334205,-0.142557324,0.331112599,-0.127537717,-0.663233813,-0.118604547,0.031539735,0.204590431
1,140,-16,-0.05749725,0.090910519,0.103511867,-0.025884739,0.343399879,-0.056818247,0.249784344,-0.015849147
1,140,-14,-0.05749725,0.090910519,0.103511867,-0.025884739,0.343399879,-0.056818247,0.249784344,-0.015849147
1,140,-12,-0.05749725,0.090910519,0.103511867,-0.025884739,0.343399879,-0.056818247,0.249784344,-0.015849147
1,140,-10,-0.05749725,0.090910519,0.103511867,-0.025884739,0.343399879,-0.056818247,0.249784344,-0.015849147
1,140,-8,-0.05749725,0.090910519,0.103511867,-0.025884739,0.343399879,-0.056818247,0.249784344,-0.015849147
2,140,-2,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,140,0,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,140,2,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,140,4,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,140,6,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,140,8,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,140,10,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,140,12,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,140,14,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,140,16,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
2,140,18,0.147375493,0.213862513,0.159038256,-0.249876571,0.104396726,0.093313921,0.177938235,-0.078896483
3,140,20,-0.007694822,0.036835959,0.008803788,0.004181641,-0.054229801,-0.049637896,-0.085788337,0.015755872
3,140,22,-0.007694822,0.036835959,0.008803788,0.004181641,-0.054229801,-0.049637896,-0.085788337,0.015755872
