Clust,Lon,Lat,Gain
10,144,12,0.003221175
10,144,14,0.003221175
10,144,16,0.003221175
2,144,18,0.004760013
11,144,20,0.00411749
3,144,22,0.003348898
7,144,24,0.007211445
7,144,26,0.007211445
7,144,28,0.007211445
7,144,30,0.007211445
7,144,32,0.007211445
5,144,34,0.003994014
12,144,36,0.00361628
12,144,38,0.00361628
12,144,40,0.00361628
6,144,42,0.003328186
8,144,46,0.00799912
8,144,48,0.00799912
9,144,50,0.00497555
9,144,52,0.00497555
9,144,54,0.00497555
9,144,56,0.00497555
9,144,58,0.00497555
9,144,60,0.00497555
1,146,-16,0.005211432
1,146,-14,0.005211432
1,146,-12,0.005211432
1,146,-10,0.005211432
1,146,-8,0.005211432
13,146,-4,0.004199444
13,146,-2,0.004199444
10,146,0,0.003221175
10,146,2,0.003221175
10,146,4,0.003221175
10,146,6,0.003221175
10,146,8,0.003221175
10,146,10,0.003221175
10,146,12,0.003221175
10,146,14,0.003221175
10,146,16,0.003221175
11,146,18,0.00411749
11,146,20,0.00411749
11,146,22,0.00411749
7,146,24,0.007211445
7,146,26,0.007211445
7,146,28,0.007211445
7,146,30,0.007211445
7,146,32,0.007211445
14,146,34,0.004152919
12,146,36,0.00361628
12,146,38,0.00361628
12,146,40,0.00361628
12,146,42,0.00361628
8,146,44,0.00799912
8,146,46,0.00799912
8,146,48,0.00799912
9,146,50,0.00497555
9,146,52,0.00497555
9,146,54,0.00497555
9,146,56,0.00497555
9,146,58,0.00497555
15,146,60,0.00324627
16,148,-18,0.003276719
16,148,-16,0.003276719
1,148,-14,0.005211432
1,148,-12,0.005211432
1,148,-10,0.005211432
13,148,-6,0.004199444
13,148,-4,0.004199444
13,148,-2,0.004199444
13,148,0,0.004199444
10,148,2,0.003221175
10,148,4,0.003221175
10,148,6,0.003221175
10,148,8,0.003221175
10,148,10,0.003221175
10,148,12,0.003221175
10,148,14,0.003221175
10,148,16,0.003221175
11,148,18,0.00411749
11,148,20,0.00411749
11,148,22,0.00411749
11,148,24,0.00411749
7,148,26,0.007211445
7,148,28,0.007211445
7,148,30,0.007211445
7,148,32,0.007211445
14,148,34,0.004152919
12,148,36,0.00361628
12,148,38,0.00361628
12,148,40,0.00361628
12,148,42,0.00361628
8,148,44,0.00799912
8,148,46,0.00799912
8,148,48,0.00799912
15,148,50,0.00324627
9,148,52,0.00497555
9,148,54,0.00497555
9,148,56,0.00497555
9,148,58,0.00497555
15,148,60,0.00324627
16,150,-22,0.003276719
16,150,-20,0.003276719
16,150,-18,0.003276719
16,150,-16,0.003276719
16,150,-14,0.003276719
13,150,-12,0.004199444
13,150,-10,0.004199444
13,150,-8,0.004199444
13,150,-6,0.004199444
13,150,-4,0.004199444
13,150,-2,0.004199444
13,150,0,0.004199444
10,150,2,0.003221175
10,150,4,0.003221175
10,150,6,0.003221175
10,150,8,0.003221175
10,150,10,0.003221175
10,150,12,0.003221175
10,150,14,0.003221175
10,150,16,0.003221175
11,150,18,0.00411749
11,150,20,0.00411749
11,150,22,0.00411749
11,150,24,0.00411749
7,150,26,0.007211445
7,150,28,0.007211445
7,150,30,0.007211445
14,150,32,0.004152919
14,150,34,0.004152919
12,150,36,0.00361628
12,150,38,0.00361628
12,150,40,0.00361628
12,150,42,0.00361628
17,150,44,0.003851835
17,150,46,0.003851835
15,150,48,0.00324627
15,150,50,0.00324627
15,150,52,0.00324627
15,150,54,0.00324627
15,150,56,0.00324627
9,150,58,0.00497555
9,150,60,0.00497555
16,152,-22,0.003276719
16,152,-20,0.003276719
16,152,-18,0.003276719
16,152,-16,0.003276719
13,152,-14,0.004199444
13,152,-12,0.004199444
13,152,-10,0.004199444
13,152,-8,0.004199444
13,152,-6,0.004199444
13,152,-4,0.004199444
13,152,-2,0.004199444
13,152,0,0.004199444
10,152,2,0.003221175
10,152,4,0.003221175
10,152,6,0.003221175
10,152,8,0.003221175
10,152,10,0.003221175
10,152,12,0.003221175
10,152,14,0.003221175
10,152,16,0.003221175
11,152,18,0.00411749
11,152,20,0.00411749
11,152,22,0.00411749
11,152,24,0.00411749
11,152,26,0.00411749
7,152,28,0.007211445
7,152,30,0.007211445
14,152,32,0.004152919
14,152,34,0.004152919
12,152,36,0.00361628
12,152,38,0.00361628
12,152,40,0.00361628
12,152,42,0.00361628
17,152,44,0.003851835
17,152,46,0.003851835
15,152,48,0.00324627
15,152,50,0.00324627
15,152,52,0.00324627
15,152,54,0.00324627
15,152,56,0.00324627
15,152,58,0.00324627
9,152,60,0.00497555
16,154,-30,0.003276719
16,154,-28,0.003276719
16,154,-26,0.003276719
16,154,-24,0.003276719
16,154,-22,0.003276719
16,154,-20,0.003276719
16,154,-18,0.003276719
16,154,-16,0.003276719
13,154,-14,0.004199444
13,154,-12,0.004199444
13,154,-10,0.004199444
13,154,-8,0.004199444
13,154,-6,0.004199444
13,154,-4,0.004199444
13,154,-2,0.004199444
18,154,0,0.002907331
10,154,2,0.003221175
10,154,4,0.003221175
10,154,6,0.003221175
10,154,8,0.003221175
10,154,10,0.003221175
10,154,12,0.003221175
10,154,14,0.003221175
10,154,16,0.003221175
11,154,18,0.00411749
11,154,20,0.00411749
11,154,22,0.00411749
11,154,24,0.00411749
11,154,26,0.00411749
14,154,28,0.004152919
14,154,30,0.004152919
14,154,32,0.004152919
14,154,34,0.004152919
14,154,36,0.004152919
12,154,38,0.00361628
12,154,40,0.00361628
12,154,42,0.00361628
17,154,44,0.003851835
17,154,46,0.003851835
15,154,48,0.00324627
15,154,50,0.00324627
15,154,52,0.00324627
15,154,54,0.00324627
15,154,56,0.00324627
15,154,58,0.00324627
16,156,-30,0.003276719
16,156,-28,0.003276719
16,156,-26,0.003276719
16,156,-24,0.003276719
16,156,-22,0.003276719
16,156,-20,0.003276719
16,156,-18,0.003276719
13,156,-16,0.004199444
13,156,-14,0.004199444
13,156,-12,0.004199444
13,156,-10,0.004199444
13,156,-8,0.004199444
13,156,-6,0.004199444
13,156,-4,0.004199444
18,156,-2,0.002907331
18,156,0,0.002907331
18,156,2,0.002907331
10,156,4,0.003221175
10,156,6,0.003221175
10,156,8,0.003221175
10,156,10,0.003221175
10,156,12,0.003221175
10,156,14,0.003221175
10,156,16,0.003221175
19,156,18,0.004319592
11,156,20,0.00411749
11,156,22,0.00411749
11,156,24,0.00411749
11,156,26,0.00411749
11,156,28,0.00411749
14,156,30,0.004152919
14,156,32,0.004152919
14,156,34,0.004152919
14,156,36,0.004152919
20,156,38,0.005707787
20,156,40,0.005707787
17,156,42,0.003851835
17,156,44,0.003851835
17,156,46,0.003851835
15,156,48,0.00324627
15,156,50,0.00324627
15,156,52,0.00324627
15,156,54,0.00324627
15,156,56,0.00324627
15,156,58,0.00324627
15,156,60,0.00324627
16,158,-30,0.003276719
16,158,-28,0.003276719
16,158,-26,0.003276719
16,158,-24,0.003276719
16,158,-22,0.003276719
16,158,-20,0.003276719
16,158,-18,0.003276719
13,158,-16,0.004199444
13,158,-14,0.004199444
13,158,-12,0.004199444
13,158,-10,0.004199444
13,158,-8,0.004199444
13,158,-6,0.004199444
18,158,-4,0.002907331
18,158,-2,0.002907331
18,158,0,0.002907331
18,158,2,0.002907331
18,158,4,0.002907331
10,158,6,0.003221175
10,158,8,0.003221175
10,158,10,0.003221175
10,158,12,0.003221175
10,158,14,0.003221175
19,158,16,0.004319592
19,158,18,0.004319592
11,158,20,0.00411749
11,158,22,0.00411749
11,158,24,0.00411749
11,158,26,0.00411749
11,158,28,0.00411749
14,158,30,0.004152919
14,158,32,0.004152919
14,158,34,0.004152919
14,158,36,0.004152919
20,158,38,0.005707787
20,158,40,0.005707787
20,158,42,0.005707787
17,158,44,0.003851835
17,158,46,0.003851835
15,158,48,0.00324627
15,158,50,0.00324627
15,158,52,0.00324627
21,158,60,0.004644596
16,160,-30,0.003276719
16,160,-28,0.003276719
16,160,-26,0.003276719
16,160,-24,0.003276719
16,160,-22,0.003276719
16,160,-20,0.003276719
16,160,-18,0.003276719
13,160,-16,0.004199444
13,160,-14,0.004199444
13,160,-12,0.004199444
13,160,-10,0.004199444
13,160,-8,0.004199444
13,160,-6,0.004199444
18,160,-4,0.002907331
18,160,-2,0.002907331
18,160,0,0.002907331
18,160,2,0.002907331
18,160,4,0.002907331
10,160,6,0.003221175
10,160,8,0.003221175
10,160,10,0.003221175
10,160,12,0.003221175
10,160,14,0.003221175
19,160,16,0.004319592
19,160,18,0.004319592
11,160,20,0.00411749
11,160,22,0.00411749
11,160,24,0.00411749
11,160,26,0.00411749
11,160,28,0.00411749
14,160,30,0.004152919
14,160,32,0.004152919
14,160,34,0.004152919
20,160,36,0.005707787
20,160,38,0.005707787
20,160,40,0.005707787
20,160,42,0.005707787
17,160,44,0.003851835
17,160,46,0.003851835
17,160,48,0.003851835
15,160,50,0.00324627
15,160,52,0.00324627
15,160,54,0.00324627
21,160,60,0.004644596
16,162,-30,0.003276719
16,162,-28,0.003276719
16,162,-26,0.003276719
16,162,-24,0.003276719
16,162,-22,0.003276719
16,162,-20,0.003276719
13,162,-18,0.004199444
13,162,-16,0.004199444
13,162,-14,0.004199444
13,162,-12,0.004199444
13,162,-10,0.004199444
13,162,-8,0.004199444
18,162,-6,0.002907331
18,162,-4,0.002907331
18,162,-2,0.002907331
22,162,0,0.003578606
18,162,2,0.002907331
18,162,4,0.002907331
18,162,6,0.002907331
10,162,8,0.003221175
10,162,10,0.003221175
10,162,12,0.003221175
10,162,14,0.003221175
19,162,16,0.004319592
19,162,18,0.004319592
11,162,20,0.00411749
11,162,22,0.00411749
11,162,24,0.00411749
11,162,26,0.00411749
11,162,28,0.00411749
14,162,30,0.004152919
14,162,32,0.004152919
14,162,34,0.004152919
20,162,36,0.005707787
20,162,38,0.005707787
20,162,40,0.005707787
20,162,42,0.005707787
17,162,44,0.003851835
17,162,46,0.003851835
17,162,48,0.003851835
15,162,50,0.00324627
15,162,52,0.00324627
15,162,54,0.00324627
15,162,56,0.00324627
16,164,-30,0.003276719
16,164,-28,0.003276719
16,164,-26,0.003276719
16,164,-24,0.003276719
16,164,-22,0.003276719
16,164,-20,0.003276719
13,164,-18,0.004199444
13,164,-16,0.004199444
13,164,-14,0.004199444
13,164,-12,0.004199444
13,164,-10,0.004199444
18,164,-8,0.002907331
18,164,-6,0.002907331
18,164,-4,0.002907331
22,164,-2,0.003578606
22,164,0,0.003578606
22,164,2,0.003578606
18,164,4,0.002907331
18,164,6,0.002907331
10,164,8,0.003221175
10,164,10,0.003221175
10,164,12,0.003221175
10,164,14,0.003221175
19,164,16,0.004319592
19,164,18,0.004319592
19,164,20,0.004319592
11,164,22,0.00411749
11,164,24,0.00411749
11,164,26,0.00411749
11,164,28,0.00411749
14,164,30,0.004152919
14,164,32,0.004152919
14,164,34,0.004152919
20,164,36,0.005707787
20,164,38,0.005707787
20,164,40,0.005707787
20,164,42,0.005707787
17,164,44,0.003851835
17,164,46,0.003851835
17,164,48,0.003851835
15,164,50,0.00324627
15,164,52,0.00324627
15,164,54,0.00324627
21,164,56,0.004644596
21,164,58,0.004644596
21,164,60,0.004644596
16,166,-30,0.003276719
16,166,-28,0.003276719
16,166,-26,0.003276719
16,166,-24,0.003276719
23,166,-22,0.005118291
23,166,-20,0.005118291
23,166,-18,0.005118291
13,166,-16,0.004199444
13,166,-14,0.004199444
13,166,-12,0.004199444
13,166,-10,0.004199444
18,166,-8,0.002907331
18,166,-6,0.002907331
18,166,-4,0.002907331
22,166,-2,0.003578606
22,166,0,0.003578606
22,166,2,0.003578606
18,166,4,0.002907331
18,166,6,0.002907331
10,166,8,0.003221175
10,166,10,0.003221175
10,166,12,0.003221175
10,166,14,0.003221175
19,166,16,0.004319592
19,166,18,0.004319592
19,166,20,0.004319592
11,166,22,0.00411749
11,166,24,0.00411749
11,166,26,0.00411749
11,166,28,0.00411749
24,166,30,0.002849329
14,166,32,0.004152919
14,166,34,0.004152919
20,166,36,0.005707787
20,166,38,0.005707787
20,166,40,0.005707787
20,166,42,0.005707787
17,166,44,0.003851835
17,166,46,0.003851835
17,166,48,0.003851835
17,166,50,0.003851835
15,166,52,0.00324627
15,166,54,0.00324627
21,166,56,0.004644596
21,166,58,0.004644596
21,166,60,0.004644596
16,168,-30,0.003276719
16,168,-28,0.003276719
16,168,-26,0.003276719
23,168,-24,0.005118291
23,168,-22,0.005118291
23,168,-20,0.005118291
23,168,-18,0.005118291
13,168,-16,0.004199444
13,168,-14,0.004199444
13,168,-12,0.004199444
18,168,-10,0.002907331
18,168,-8,0.002907331
18,168,-6,0.002907331
22,168,-4,0.003578606
22,168,-2,0.003578606
22,168,0,0.003578606
22,168,2,0.003578606
22,168,4,0.003578606
18,168,6,0.002907331
18,168,8,0.002907331
25,168,10,0.004583879
25,168,12,0.004583879
10,168,14,0.003221175
19,168,16,0.004319592
19,168,18,0.004319592
19,168,20,0.004319592
19,168,22,0.004319592
11,168,24,0.00411749
11,168,26,0.00411749
11,168,28,0.00411749
24,168,30,0.002849329
24,168,32,0.002849329
14,168,34,0.004152919
20,168,36,0.005707787
20,168,38,0.005707787
20,168,40,0.005707787
20,168,42,0.005707787
17,168,44,0.003851835
17,168,46,0.003851835
17,168,48,0.003851835
26,168,50,0.006305555
26,168,52,0.006305555
21,168,54,0.004644596
21,168,56,0.004644596
21,168,58,0.004644596
21,168,60,0.004644596
16,170,-30,0.003276719
16,170,-28,0.003276719
23,170,-26,0.005118291
23,170,-24,0.005118291
23,170,-22,0.005118291
23,170,-20,0.005118291
23,170,-18,0.005118291
13,170,-16,0.004199444
13,170,-14,0.004199444
13,170,-12,0.004199444
18,170,-10,0.002907331
18,170,-8,0.002907331
18,170,-6,0.002907331
22,170,-4,0.003578606
22,170,-2,0.003578606
22,170,0,0.003578606
22,170,2,0.003578606
22,170,4,0.003578606
18,170,6,0.002907331
18,170,8,0.002907331
25,170,10,0.004583879
25,170,12,0.004583879
25,170,14,0.004583879
19,170,16,0.004319592
19,170,18,0.004319592
19,170,20,0.004319592
19,170,22,0.004319592
11,170,24,0.00411749
11,170,26,0.00411749
11,170,28,0.00411749
24,170,30,0.002849329
24,170,32,0.002849329
24,170,34,0.002849329
20,170,36,0.005707787
20,170,38,0.005707787
20,170,40,0.005707787
20,170,42,0.005707787
17,170,44,0.003851835
17,170,46,0.003851835
17,170,48,0.003851835
26,170,50,0.006305555
26,170,52,0.006305555
21,170,54,0.004644596
21,170,56,0.004644596
21,170,58,0.004644596
21,170,60,0.004644596
16,172,-30,0.003276719
23,172,-28,0.005118291
23,172,-26,0.005118291
23,172,-24,0.005118291
23,172,-22,0.005118291
23,172,-20,0.005118291
23,172,-18,0.005118291
13,172,-16,0.004199444
13,172,-14,0.004199444
18,172,-12,0.002907331
18,172,-10,0.002907331
18,172,-8,0.002907331
18,172,-6,0.002907331
22,172,-4,0.003578606
22,172,-2,0.003578606
22,172,0,0.003578606
22,172,2,0.003578606
22,172,4,0.003578606
18,172,6,0.002907331
18,172,8,0.002907331
25,172,10,0.004583879
25,172,12,0.004583879
25,172,14,0.004583879
19,172,16,0.004319592
19,172,18,0.004319592
19,172,20,0.004319592
19,172,22,0.004319592
19,172,24,0.004319592
11,172,26,0.00411749
11,172,28,0.00411749
24,172,30,0.002849329
24,172,32,0.002849329
24,172,34,0.002849329
24,172,36,0.002849329
20,172,38,0.005707787
27,172,40,0.002822986
27,172,42,0.002822986
28,172,44,0.002764644
17,172,46,0.003851835
17,172,48,0.003851835
26,172,50,0.006305555
26,172,52,0.006305555
26,172,54,0.006305555
21,172,56,0.004644596
21,172,58,0.004644596
21,172,60,0.004644596
23,174,-30,0.005118291
23,174,-28,0.005118291
23,174,-26,0.005118291
23,174,-24,0.005118291
23,174,-22,0.005118291
23,174,-20,0.005118291
23,174,-18,0.005118291
13,174,-16,0.004199444
10,174,-14,0.003221175
18,174,-12,0.002907331
18,174,-10,0.002907331
18,174,-8,0.002907331
22,174,-6,0.003578606
22,174,-4,0.003578606
22,174,-2,0.003578606
22,174,0,0.003578606
22,174,2,0.003578606
22,174,4,0.003578606
22,174,6,0.003578606
18,174,8,0.002907331
25,174,10,0.004583879
25,174,12,0.004583879
25,174,14,0.004583879
19,174,16,0.004319592
19,174,18,0.004319592
19,174,20,0.004319592
19,174,22,0.004319592
19,174,24,0.004319592
11,174,26,0.00411749
11,174,28,0.00411749
24,174,30,0.002849329
24,174,32,0.002849329
24,174,34,0.002849329
24,174,36,0.002849329
27,174,38,0.002822986
27,174,40,0.002822986
27,174,42,0.002822986
28,174,44,0.002764644
28,174,46,0.002764644
26,174,48,0.006305555
26,174,50,0.006305555
26,174,52,0.006305555
26,174,54,0.006305555
21,174,56,0.004644596
21,174,58,0.004644596
21,174,60,0.004644596
23,176,-30,0.005118291
23,176,-28,0.005118291
23,176,-26,0.005118291
23,176,-24,0.005118291
23,176,-22,0.005118291
23,176,-20,0.005118291
23,176,-18,0.005118291
13,176,-16,0.004199444
10,176,-14,0.003221175
18,176,-12,0.002907331
18,176,-10,0.002907331
18,176,-8,0.002907331
22,176,-6,0.003578606
22,176,-4,0.003578606
22,176,-2,0.003578606
22,176,0,0.003578606
22,176,2,0.003578606
22,176,4,0.003578606
22,176,6,0.003578606
18,176,8,0.002907331
25,176,10,0.004583879
25,176,12,0.004583879
25,176,14,0.004583879
25,176,16,0.004583879
19,176,18,0.004319592
19,176,20,0.004319592
19,176,22,0.004319592
19,176,24,0.004319592
19,176,26,0.004319592
11,176,28,0.00411749
24,176,30,0.002849329
24,176,32,0.002849329
24,176,34,0.002849329
24,176,36,0.002849329
27,176,38,0.002822986
27,176,40,0.002822986
27,176,42,0.002822986
28,176,44,0.002764644
28,176,46,0.002764644
26,176,48,0.006305555
26,176,50,0.006305555
26,176,52,0.006305555
26,176,54,0.006305555
21,176,56,0.004644596
21,176,58,0.004644596
21,176,60,0.004644596
23,178,-30,0.005118291
23,178,-28,0.005118291
23,178,-26,0.005118291
23,178,-24,0.005118291
23,178,-22,0.005118291
23,178,-20,0.005118291
29,178,-18,0.003049921
29,178,-16,0.003049921
18,178,-14,0.002907331
18,178,-12,0.002907331
18,178,-10,0.002907331
18,178,-8,0.002907331
22,178,-6,0.003578606
22,178,-4,0.003578606
22,178,-2,0.003578606
22,178,0,0.003578606
22,178,2,0.003578606
22,178,4,0.003578606
22,178,6,0.003578606
30,178,8,0.003798772
25,178,10,0.004583879
25,178,12,0.004583879
25,178,14,0.004583879
25,178,16,0.004583879
19,178,18,0.004319592
19,178,20,0.004319592
19,178,22,0.004319592
19,178,24,0.004319592
19,178,26,0.004319592
11,178,28,0.00411749
24,178,30,0.002849329
24,178,32,0.002849329
24,178,34,0.002849329
24,178,36,0.002849329
27,178,38,0.002822986
27,178,40,0.002822986
27,178,42,0.002822986
28,178,44,0.002764644
28,178,46,0.002764644
28,178,48,0.002764644
26,178,50,0.006305555
26,178,52,0.006305555
26,178,54,0.006305555
21,178,56,0.004644596
21,178,58,0.004644596
21,178,60,0.004644596
23,180,-30,0.005118291
23,180,-28,0.005118291
23,180,-26,0.005118291
23,180,-24,0.005118291
23,180,-22,0.005118291
23,180,-20,0.005118291
29,180,-18,0.003049921
29,180,-16,0.003049921
18,180,-14,0.002907331
18,180,-12,0.002907331
18,180,-10,0.002907331
18,180,-8,0.002907331
22,180,-6,0.003578606
22,180,-4,0.003578606
22,180,-2,0.003578606
22,180,0,0.003578606
22,180,2,0.003578606
22,180,4,0.003578606
22,180,6,0.003578606
30,180,8,0.003798772
25,180,10,0.004583879
25,180,12,0.004583879
25,180,14,0.004583879
25,180,16,0.004583879
19,180,18,0.004319592
19,180,20,0.004319592
19,180,22,0.004319592
19,180,24,0.004319592
19,180,26,0.004319592
19,180,28,0.004319592
24,180,30,0.002849329
24,180,32,0.002849329
24,180,34,0.002849329
24,180,36,0.002849329
27,180,38,0.002822986
27,180,40,0.002822986
27,180,42,0.002822986
28,180,44,0.002764644
28,180,46,0.002764644
28,180,48,0.002764644
26,180,50,0.006305555
26,180,52,0.006305555
26,180,54,0.006305555
21,180,56,0.004644596
21,180,58,0.004644596
21,180,60,0.004644596
23,182,-30,0.005118291
23,182,-28,0.005118291
23,182,-26,0.005118291
23,182,-24,0.005118291
23,182,-22,0.005118291
29,182,-20,0.003049921
29,182,-18,0.003049921
29,182,-16,0.003049921
18,182,-14,0.002907331
18,182,-12,0.002907331
18,182,-10,0.002907331
18,182,-8,0.002907331
22,182,-6,0.003578606
22,182,-4,0.003578606
22,182,-2,0.003578606
