Clust,Lon,Lat,Lime2014,Lime2015,Lime2016,Lime2017,Lime2018,Lime2019,Lime2020,Lime2021
6,136,38,-0.038920986,-0.047413871,-0.050318348,-0.064460455,-0.060394076,-0.049421532,-0.054058964,-0.070645333
6,136,40,-0.038920986,-0.047413871,-0.050318348,-0.064460455,-0.060394076,-0.049421532,-0.054058964,-0.070645333
6,136,42,-0.038920986,-0.047413871,-0.050318348,-0.064460455,-0.060394076,-0.049421532,-0.054058964,-0.070645333
8,136,44,-12.25412491,-11.53922669,-12.21759185,-12.18288874,-12.6238506,-10.85500563,-12.06796434,-13.03877901
1,138,-14,0.502003401,0.436365019,0.488132587,0.361055987,0.398664722,0.548633119,0.581496933,0.491211618
1,138,-12,0.502003401,0.436365019,0.488132587,0.361055987,0.398664722,0.548633119,0.581496933,0.491211618
1,138,-10,0.502003401,0.436365019,0.488132587,0.361055987,0.398664722,0.548633119,0.581496933,0.491211618
1,138,-8,0.502003401,0.436365019,0.488132587,0.361055987,0.398664722,0.548633119,0.581496933,0.491211618
1,138,-6,0.502003401,0.436365019,0.488132587,0.361055987,0.398664722,0.548633119,0.581496933,0.491211618
2,138,0,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,138,2,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,138,4,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,138,6,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,138,8,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,138,10,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,138,12,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,138,14,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,138,16,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,138,18,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
3,138,20,0.399675588,0.368524543,0.11539379,0.17758689,0.495809965,0.349242405,0.467140721,0.297424461
3,138,22,0.399675588,0.368524543,0.11539379,0.17758689,0.495809965,0.349242405,0.467140721,0.297424461
3,138,24,0.399675588,0.368524543,0.11539379,0.17758689,0.495809965,0.349242405,0.467140721,0.297424461
7,138,26,1.245194762,1.601479499,1.273955106,1.287825477,1.432219313,1.360968053,1.347004194,1.608370079
7,138,28,1.245194762,1.601479499,1.273955106,1.287825477,1.432219313,1.360968053,1.347004194,1.608370079
7,138,30,1.245194762,1.601479499,1.273955106,1.287825477,1.432219313,1.360968053,1.347004194,1.608370079
5,138,32,-0.395739309,-0.410590447,-0.367084633,-0.378768208,-0.361341057,-0.362990556,-0.262251802,-0.413019588
5,138,34,-0.395739309,-0.410590447,-0.367084633,-0.378768208,-0.361341057,-0.362990556,-0.262251802,-0.413019588
6,138,38,-0.038920986,-0.047413871,-0.050318348,-0.064460455,-0.060394076,-0.049421532,-0.054058964,-0.070645333
6,138,40,-0.038920986,-0.047413871,-0.050318348,-0.064460455,-0.060394076,-0.049421532,-0.054058964,-0.070645333
6,138,42,-0.038920986,-0.047413871,-0.050318348,-0.064460455,-0.060394076,-0.049421532,-0.054058964,-0.070645333
8,138,44,-12.25412491,-11.53922669,-12.21759185,-12.18288874,-12.6238506,-10.85500563,-12.06796434,-13.03877901
8,138,46,-12.25412491,-11.53922669,-12.21759185,-12.18288874,-12.6238506,-10.85500563,-12.06796434,-13.03877901
9,138,54,-0.672408954,-0.726495132,-0.604365542,-0.491461902,-0.492972125,-0.659619216,-0.605206669,-0.452356342
9,138,56,-0.672408954,-0.726495132,-0.604365542,-0.491461902,-0.492972125,-0.659619216,-0.605206669,-0.452356342
1,140,-16,0.502003401,0.436365019,0.488132587,0.361055987,0.398664722,0.548633119,0.581496933,0.491211618
1,140,-14,0.502003401,0.436365019,0.488132587,0.361055987,0.398664722,0.548633119,0.581496933,0.491211618
1,140,-12,0.502003401,0.436365019,0.488132587,0.361055987,0.398664722,0.548633119,0.581496933,0.491211618
1,140,-10,0.502003401,0.436365019,0.488132587,0.361055987,0.398664722,0.548633119,0.581496933,0.491211618
1,140,-8,0.502003401,0.436365019,0.488132587,0.361055987,0.398664722,0.548633119,0.581496933,0.491211618
2,140,-2,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,140,0,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,140,2,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,140,4,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,140,6,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,140,8,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
2,140,10,-0.461456784,-0.526834953,-1.514589574,-1.41119363,-2.876823894,-0.618127476,-0.689569719,-2.160572774
