Clust,Lon,Lat,Lime2014,Lime2015,Lime2016,Lime2017,Lime2018,Lime2019,Lime2020,Lime2021
19,172,24,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
11,172,26,0.181466616,0.281565031,0.065446001,0.092286643,0.146933518,0.171065318,0.077753918,0.246133143
11,172,28,0.181466616,0.281565031,0.065446001,0.092286643,0.146933518,0.171065318,0.077753918,0.246133143
24,172,30,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,172,32,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,172,34,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,172,36,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
20,172,38,-8.265417754,-8.119172543,-8.545701581,-9.74302439,-8.90385872,-7.829302278,-8.535246671,-8.481634583
27,172,40,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
27,172,42,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
28,172,44,0.020797076,0.044023956,0.081154509,0.063327246,0.06853151,0.03924696,0.058298673,0.050588223
17,172,46,0.086458179,0.149464372,0.25234241,0.057125156,0.14132142,0.025791326,0.086175891,-0.05527379
17,172,48,0.086458179,0.149464372,0.25234241,0.057125156,0.14132142,0.025791326,0.086175891,-0.05527379
26,172,50,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
26,172,52,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
26,172,54,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
21,172,56,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
21,172,58,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
21,172,60,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
23,174,-30,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,174,-28,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,174,-26,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,174,-24,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,174,-22,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,174,-20,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,174,-18,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
13,174,-16,0.582846161,0.581176539,0.612311248,0.667075385,0.428917433,0.520305076,0.388661788,0.549106267
10,174,-14,-0.109633569,-0.144777932,-0.158683207,-0.107069888,-0.125305573,-0.170768853,-0.169360537,-0.159064984
18,174,-12,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
18,174,-10,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
18,174,-8,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
22,174,-6,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,174,-4,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,174,-2,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,174,0,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,174,2,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,174,4,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,174,6,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
18,174,8,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
25,174,10,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,174,12,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,174,14,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
19,174,16,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,174,18,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,174,20,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,174,22,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,174,24,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
11,174,26,0.181466616,0.281565031,0.065446001,0.092286643,0.146933518,0.171065318,0.077753918,0.246133143
11,174,28,0.181466616,0.281565031,0.065446001,0.092286643,0.146933518,0.171065318,0.077753918,0.246133143
24,174,30,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,174,32,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,174,34,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,174,36,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
27,174,38,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
27,174,40,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
27,174,42,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
28,174,44,0.020797076,0.044023956,0.081154509,0.063327246,0.06853151,0.03924696,0.058298673,0.050588223
28,174,46,0.020797076,0.044023956,0.081154509,0.063327246,0.06853151,0.03924696,0.058298673,0.050588223
26,174,48,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
26,174,50,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
26,174,52,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
26,174,54,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
21,174,56,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
21,174,58,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
21,174,60,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
23,176,-30,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,176,-28,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,176,-26,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,176,-24,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,176,-22,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,176,-20,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,176,-18,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
13,176,-16,0.582846161,0.581176539,0.612311248,0.667075385,0.428917433,0.520305076,0.388661788,0.549106267
10,176,-14,-0.109633569,-0.144777932,-0.158683207,-0.107069888,-0.125305573,-0.170768853,-0.169360537,-0.159064984
18,176,-12,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
18,176,-10,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
18,176,-8,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
22,176,-6,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,176,-4,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,176,-2,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,176,0,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,176,2,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,176,4,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,176,6,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
18,176,8,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
25,176,10,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,176,12,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,176,14,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,176,16,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
19,176,18,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,176,20,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,176,22,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,176,24,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,176,26,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
11,176,28,0.181466616,0.281565031,0.065446001,0.092286643,0.146933518,0.171065318,0.077753918,0.246133143
24,176,30,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,176,32,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,176,34,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,176,36,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
27,176,38,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
27,176,40,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
27,176,42,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
28,176,44,0.020797076,0.044023956,0.081154509,0.063327246,0.06853151,0.03924696,0.058298673,0.050588223
28,176,46,0.020797076,0.044023956,0.081154509,0.063327246,0.06853151,0.03924696,0.058298673,0.050588223
26,176,48,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
26,176,50,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
26,176,52,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
26,176,54,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
21,176,56,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
21,176,58,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
21,176,60,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
23,178,-30,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,178,-28,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,178,-26,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,178,-24,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,178,-22,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,178,-20,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
29,178,-18,-0.106715604,-0.160056538,-0.072516119,-0.151852158,-0.028356596,-0.19620444,-0.236385837,-0.129311554
29,178,-16,-0.106715604,-0.160056538,-0.072516119,-0.151852158,-0.028356596,-0.19620444,-0.236385837,-0.129311554
18,178,-14,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
18,178,-12,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
18,178,-10,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
18,178,-8,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
22,178,-6,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,178,-4,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,178,-2,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,178,0,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,178,2,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,178,4,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,178,6,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
30,178,8,0.016626011,-0.012269479,-0.00053786,0.001450634,-0.001661628,0.008267884,-0.004300533,0.008068798
25,178,10,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,178,12,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,178,14,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,178,16,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
19,178,18,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,178,20,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,178,22,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,178,24,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,178,26,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
11,178,28,0.181466616,0.281565031,0.065446001,0.092286643,0.146933518,0.171065318,0.077753918,0.246133143
24,178,30,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,178,32,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,178,34,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,178,36,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
27,178,38,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
27,178,40,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
27,178,42,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
28,178,44,0.020797076,0.044023956,0.081154509,0.063327246,0.06853151,0.03924696,0.058298673,0.050588223
28,178,46,0.020797076,0.044023956,0.081154509,0.063327246,0.06853151,0.03924696,0.058298673,0.050588223
28,178,48,0.020797076,0.044023956,0.081154509,0.063327246,0.06853151,0.03924696,0.058298673,0.050588223
26,178,50,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
26,178,52,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
26,178,54,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
21,178,56,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
21,178,58,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
21,178,60,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
23,180,-30,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,180,-28,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,180,-26,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,180,-24,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,180,-22,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,180,-20,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
29,180,-18,-0.106715604,-0.160056538,-0.072516119,-0.151852158,-0.028356596,-0.19620444,-0.236385837,-0.129311554
29,180,-16,-0.106715604,-0.160056538,-0.072516119,-0.151852158,-0.028356596,-0.19620444,-0.236385837,-0.129311554
18,180,-14,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
18,180,-12,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
18,180,-10,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
18,180,-8,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
22,180,-6,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,180,-4,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,180,-2,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,180,0,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,180,2,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,180,4,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,180,6,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
30,180,8,0.016626011,-0.012269479,-0.00053786,0.001450634,-0.001661628,0.008267884,-0.004300533,0.008068798
25,180,10,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,180,12,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,180,14,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,180,16,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
19,180,18,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,180,20,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,180,22,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,180,24,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,180,26,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,180,28,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
24,180,30,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,180,32,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,180,34,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,180,36,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
27,180,38,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
27,180,40,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
27,180,42,0.06952713,0.249523602,0.119922252,0.102861478,0.074859981,0.064588607,0.165054114,0.01201537
28,180,44,0.020797076,0.044023956,0.081154509,0.063327246,0.06853151,0.03924696,0.058298673,0.050588223
28,180,46,0.020797076,0.044023956,0.081154509,0.063327246,0.06853151,0.03924696,0.058298673,0.050588223
28,180,48,0.020797076,0.044023956,0.081154509,0.063327246,0.06853151,0.03924696,0.058298673,0.050588223
26,180,50,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
26,180,52,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
26,180,54,21.32491952,23.05749437,19.64495144,23.4812664,20.63363351,21.94635469,24.09853876,21.66738089
21,180,56,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
21,180,58,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
21,180,60,-0.5183051,-0.484044953,-0.550520597,-0.54345305,-0.509879709,-0.568722211,-0.50705488,-0.487965131
23,182,-30,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,182,-28,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,182,-26,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,182,-24,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
23,182,-22,-0.205357614,-0.242655989,-0.165715232,-0.213176807,-0.179437866,-0.239480222,-0.232462822,-0.165395324
29,182,-20,-0.106715604,-0.160056538,-0.072516119,-0.151852158,-0.028356596,-0.19620444,-0.236385837,-0.129311554
29,182,-18,-0.106715604,-0.160056538,-0.072516119,-0.151852158,-0.028356596,-0.19620444,-0.236385837,-0.129311554
29,182,-16,-0.106715604,-0.160056538,-0.072516119,-0.151852158,-0.028356596,-0.19620444,-0.236385837,-0.129311554
18,182,-14,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
18,182,-12,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
18,182,-10,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
18,182,-8,0.228291581,0.221821711,0.247355371,0.269782357,0.253017499,0.246086781,0.296293902,0.239392115
22,182,-6,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,182,-4,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,182,-2,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,182,0,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,182,2,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,182,4,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
22,182,6,-0.148876003,-0.132107399,-0.136751368,-0.173241216,-0.165211171,-0.162882359,-0.186683966,-0.174754848
30,182,8,0.016626011,-0.012269479,-0.00053786,0.001450634,-0.001661628,0.008267884,-0.004300533,0.008068798
30,182,10,0.016626011,-0.012269479,-0.00053786,0.001450634,-0.001661628,0.008267884,-0.004300533,0.008068798
25,182,12,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,182,14,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,182,16,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
25,182,18,0.311081168,0.320985211,0.398808193,0.282497199,0.375358435,0.548591077,0.222031365,0.402480612
19,182,20,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,182,22,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,182,24,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,182,26,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
19,182,28,-0.540897292,-0.511746661,-0.666895376,-0.661668759,-0.736035659,-0.674675307,-0.714891016,-0.583209263
24,182,30,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
24,182,32,-0.080945765,-0.048069682,-0.080016875,-0.064084526,-0.037865053,-0.043682332,-0.055802384,-0.048129405
