X,Y,Z1,Z2,Z3,Z4,Z5,Z6,Z7
124.0,-16.0,0.4626059835668139,0.393505353234874,0.4168446710086622,0.40387110301537166,0.37248555216291657,0.4106855023653828,0.4206056952653029
124.0,-14.0,0.4649123956545099,0.38755585841774887,0.42057948603703366,0.3961917991324746,0.38872216907573154,0.41871863082991523,0.42663381776723586
124.0,-12.0,0.4529740921778558,0.39932380191065275,0.4171067632913549,0.416058394160584,0.4038448937871024,0.43162667575253244,0.4318494541928213
124.0,-10.0,0.4412585671414905,0.40702931502181916,0.44201863476129943,0.4267124454520437,0.4446395575882268,0.45913326082113515,0.4552805042655519
124.0,-8.0,0.4447574991154385,0.43243916182888,0.4391618288799486,0.4471294342738078,0.47032460129211495,0.483638889252906,0.4867971012593534
124.0,-6.0,0.4404722902934123,0.43346132173138163,0.457403451755363,0.445281683680824,0.4804806772464585,0.4994299492851433,0.4889855718198378
124.0,-4.0,0.4533148121453564,0.4344834816338833,0.4589235869949809,0.46289428507777586,0.4808869202846322,0.4985257309098533,0.4873212858247389
124.0,-2.0,0.4509559816011217,0.44657904048015307,0.4545466458740123,0.4595788177017128,0.4826167293504042,0.49277280530474776,0.47408562554875566
124.0,0.0,0.4588973777667117,0.45124428311208375,0.4608237560445033,0.47037701974865354,0.4785280897403976,0.4883958641837791,0.46921070909067086
124.0,2.0,0.46360193424104623,0.46301222660498764,0.4787901820230903,0.48737370428127746,0.48282640317655845,0.4930480022015752,0.47006250900942226
124.0,4.0,0.4685947922263429,0.464296478790182,0.471333656580482,0.4846872583836769,0.49511853123484784,0.49894507856216175,0.4754354008046233
124.0,6.0,0.46774299230759153,0.4723296072547144,0.47736177908241495,0.48775373809118194,0.49593101731119527,0.5048421549227483,0.47644445609299035
124.0,8.0,0.47886880970789814,0.48092623412703617,0.4879896211456054,0.49678281722994666,0.506440917847174,0.5046586903248633,0.4809524433553054
124.0,10.0,0.49315283911465224,0.49598343576773385,0.5035316935092846,0.5033220196831305,0.5070306254832326,0.5143692093986292,0.49783118636071766
124.0,12.0,0.5020901859544746,0.5083804007391002,0.4993775308286047,0.5006093645572607,0.5137401879201666,0.511381357375932,0.5019853490413975
124.0,14.0,0.496625561860331,0.5030599274004377,0.49146234389128407,0.49321836218532544,0.5005176322583181,0.48454310762819586,0.48202702171434564
124.0,16.0,0.5037020534930349,0.4991678570024506,0.47453118242933334,0.48375683078011766,0.48387477230732945,0.46617043861143503,0.4864039628353143
124.0,18.0,0.5215505379444103,0.5159941815513243,0.4689224075797088,0.4708094720150965,0.4724737580101954,0.4521222922591044,0.4821842770839613
124.0,20.0,0.5371188195363588,0.5265958143862455,0.4811621171814596,0.44826953570352124,0.4690927675634591,0.454808738156705,0.48492314143810034
124.0,22.0,0.5495026798935905,0.517081864524499,0.4639819680509507,0.4331730202204196,0.4562633503256497,0.443512560772648,0.4785018805121283
124.0,24.0,0.5374595395038593,0.5128359695448768,0.436082244558309,0.42143128595578505,0.44059023182062407,0.43912251503754474,0.47289310566250375
124.0,26.0,0.5430683143534838,0.5221664548087381,0.4406164410488933,0.44703770197486536,0.4773879883106842,0.46584282325806914,0.5114337758324706
