X,Y,Z1,Z2,Z3,Z4,Z5,Z6
124.0,-16.0,0.9992637038230896,0.99852055311203,0.9984819293022156,0.9990553259849548,0.9995059967041016,0.9983841776847839
124.0,-14.0,0.9994510412216187,0.9988839030265808,0.9988565444946289,0.9992541670799255,0.9996261596679688,0.9987980723381042
124.0,-12.0,0.9996299147605896,0.9992891550064087,0.9993287324905396,0.9994819760322571,0.9997400641441345,0.9992483854293823
124.0,-10.0,0.9997305870056152,0.9995851516723633,0.9997285604476929,0.9996575713157654,0.9998058080673218,0.9995618462562561
124.0,-8.0,0.9997645020484924,0.9997475743293762,1.000046968460083,0.9997513890266418,0.9998293519020081,0.9997032284736633
124.0,-6.0,0.9997732639312744,0.9998481869697571,1.0002896785736084,0.9998313784599304,0.9998560547828674,0.999729335308075
124.0,-4.0,0.9997912645339966,0.9999101161956787,1.0003490447998047,0.9999194741249084,0.9999269247055054,0.9996841549873352
124.0,-2.0,0.9998317360877991,0.9999239444732666,1.0002435445785522,0.9999867081642151,1.0000511407852173,0.9996635913848877
124.0,0.0,0.9998655319213867,0.9999232888221741,1.0000818967819214,1.0000059604644775,1.0001709461212158,0.9996839761734009
124.0,2.0,0.9998748898506165,0.9999265670776367,0.9999412298202515,0.9999736547470093,1.0002504587173462,0.9996756315231323
124.0,4.0,0.999887228012085,0.9999570846557617,0.9998444318771362,0.9999459385871887,1.0003321170806885,0.9996920824050903
124.0,6.0,0.9998952746391296,0.9999760985374451,0.9997454285621643,0.9999316334724426,1.0003999471664429,0.9996651411056519
124.0,8.0,0.9998621344566345,0.9999603629112244,0.9995958805084229,0.9998599886894226,1.0004340410232544,0.999613344669342
124.0,10.0,0.9998080730438232,0.9999227523803711,0.9994660019874573,0.9997748732566833,1.0004366636276245,0.9996064305305481
124.0,12.0,0.9997552633285522,0.9998899698257446,0.9994459748268127,0.9997599720954895,1.0004348754882812,0.9996836185455322
124.0,14.0,0.9997032284736633,0.9998641610145569,0.9994655251502991,0.9997955560684204,1.0004509687423706,0.9997998476028442
124.0,16.0,0.9996532201766968,0.9998520016670227,0.999461829662323,0.9998260736465454,1.000445008277893,0.999903678894043
124.0,18.0,0.9995912313461304,0.9998444318771362,0.999370276927948,0.9998506307601929,1.0003962516784668,0.9999840259552002
124.0,20.0,0.9995687007904053,0.9998865723609924,0.9992921948432922,0.999933123588562,1.0003440380096436,1.0000293254852295
124.0,22.0,0.9996200799942017,1.0000145435333252,0.9993839859962463,1.00003981590271,1.000313401222229,1.000043272972107
124.0,24.0,0.999717652797699,1.000227928161621,0.999674379825592,1.0000895261764526,1.0002728700637817,1.0001276731491089
124.0,26.0,0.9998272061347961,1.0004581212997437,1.0001497268676758,0.9999740719795227,1.0001864433288574,1.0003920793533325
124.0,28.0,1.0000110864639282,1.000788927078247,1.0008422136306763,0.999670684337616,1.00006902217865,1.0009268522262573
124.0,30.0,1.0004463195800781,1.0014097690582275,1.0020428895950317,0.9992786645889282,1.000054955482483,1.0018105506896973
124.0,32.0,1.0008553266525269,1.0017895698547363,1.00288987159729,0.9991384744644165,1.0002577304840088,1.0023268461227417
124.0,34.0,1.0008691549301147,1.001635193824768,1.0027217864990234,0.9989540576934814,1.000233769416809,1.0021604299545288
124.0,36.0,1.000646948814392,1.0012850761413574,1.002026915550232,0.9981749653816223,0.9995837211608887,1.001887321472168
124.0,38.0,1.000474214553833,1.001043438911438,1.0013630390167236,0.9968475103378296,0.9984877705574036,1.0017400979995728
124.0,40.0,1.000439167022705,1.0009608268737793,1.0009735822677612,0.9959085583686829,0.9977009296417236,1.0015894174575806
126.0,-14.0,0.9995671510696411,0.9990869760513306,0.9989955425262451,0.9992953538894653,0.9996275305747986,0.9989140033721924
126.0,-12.0,0.9997116327285767,0.9994052648544312,0.9993698000907898,0.9994972944259644,0.9997311234474182,0.9992780089378357
126.0,-10.0,0.9997936487197876,0.9996463060379028,0.9997296929359436,0.9996613264083862,0.9998044967651367,0.9995523691177368
126.0,-8.0,0.9998093247413635,0.9997963309288025,1.000064730644226,0.999760091304779,0.9998300075531006,0.9996846318244934
126.0,-6.0,0.9998037815093994,0.9998898506164551,1.0003275871276855,0.9998378157615662,0.9998422265052795,0.9996687173843384
126.0,-4.0,0.9998072981834412,0.9999412298202515,1.0004316568374634,0.9999407529830933,0.9999077320098877,0.9996176958084106
126.0,-2.0,0.9998239278793335,0.9999548196792603,1.0003583431243896,1.0000027418136597,1.0000176429748535,0.9995830059051514
126.0,0.0,0.9998489618301392,0.9999503493309021,1.0002022981643677,1.0000358819961548,1.0001614093780518,0.9996156096458435
126.0,2.0,0.9998664259910583,0.9999568462371826,1.00005304813385,1.0000133514404297,1.0002602338790894,0.9996351599693298
126.0,4.0,0.9998708963394165,0.9999688267707825,0.9999387264251709,0.9999897480010986,1.0003479719161987,0.9996703267097473
126.0,6.0,0.9998727440834045,0.9999834299087524,0.9998549222946167,0.9999853372573853,1.0004099607467651,0.999676525592804
126.0,10.0,0.9998254179954529,0.9999627470970154,0.9996302127838135,0.9998907446861267,1.0004371404647827,0.999691367149353
126.0,12.0,0.9997765421867371,0.9999356865882874,0.9995941519737244,0.9998594522476196,1.0004243850708008,0.9997550249099731
126.0,14.0,0.9997105598449707,0.9999013543128967,0.9995503425598145,0.9998427629470825,1.000420331954956,0.9998424053192139
126.0,16.0,0.9996374249458313,0.9998703598976135,0.9994586706161499,0.9998166561126709,1.000394582748413,0.9999067187309265
126.0,18.0,0.9995576739311218,0.9998427629470825,0.9992789030075073,0.999799370765686,1.0003352165222168,0.9999392032623291
126.0,20.0,0.9995024800300598,0.9998518824577332,0.9990850687026978,0.9998204708099365,1.000232219696045,0.9999488592147827
126.0,22.0,0.9995163679122925,0.9999629259109497,0.9990693926811218,0.9999013543128967,1.0001338720321655,0.9999326467514038
126.0,24.0,0.999615490436554,1.0001704692840576,0.9993472695350647,1.0000262260437012,1.0001356601715088,0.9999621510505676
126.0,26.0,0.9997668266296387,1.000408411026001,0.9998783469200134,1.0000871419906616,1.0002038478851318,1.0001529455184937
126.0,28.0,0.9999996423721313,1.0006821155548096,1.00053870677948,1.000088095664978,1.000327467918396,1.0004819631576538
126.0,30.0,1.0003721714019775,1.0011426210403442,1.0014634132385254,1.000186562538147,1.0006558895111084,1.0009688138961792
126.0,32.0,1.0007483959197998,1.0015363693237305,1.002348780632019,1.0003706216812134,1.0011307001113892,1.0013831853866577
126.0,34.0,1.0008729696273804,1.0015918016433716,1.0025986433029175,1.0001541376113892,1.0011680126190186,1.0015387535095215
126.0,36.0,1.00078284740448,1.001390814781189,1.0022051334381104,0.9991539120674133,1.0004355907440186,1.0016100406646729
126.0,38.0,1.0007723569869995,1.001245141029358,1.001592755317688,0.9975602626800537,0.9991922974586487,1.0016226768493652
126.0,40.0,1.0008546113967896,1.0012410879135132,1.0012688636779785,0.9967060089111328,0.9984809160232544,1.0014941692352295
128.0,-12.0,0.9998237490653992,0.9995622038841248,0.9995128512382507,0.9994953870773315,0.999658465385437,0.9992348551750183
128.0,-10.0,0.9998552799224854,0.9997135996818542,0.9998003840446472,0.9996535181999207,0.9997596144676208,0.9994938373565674
128.0,-8.0,0.9998556971549988,0.9998456835746765,1.0001293420791626,0.9997636079788208,0.999793291091919,0.9996214509010315
128.0,-6.0,0.9998413920402527,0.9999415278434753,1.000404715538025,0.9998612403869629,0.9998087286949158,0.9996172785758972
128.0,-4.0,0.9998299479484558,0.9999821782112122,1.0004944801330566,0.999960720539093,0.9998779296875,0.9995786547660828
128.0,-2.0,0.9998321533203125,0.999983012676239,1.0003958940505981,1.0000180006027222,0.9999989867210388,0.9995699524879456
128.0,0.0,0.9998400807380676,0.999971866607666,1.0002388954162598,1.0000251531600952,1.000137448310852,0.9995948672294617
128.0,2.0,0.9998492002487183,0.9999721646308899,1.0000920295715332,1.0000108480453491,1.0002521276474,0.9996261596679688
128.0,4.0,0.9998461604118347,0.9999755620956421,0.9999801516532898,0.9999938011169434,1.0003540515899658,0.9996355175971985
128.0,6.0,0.9998512268066406,0.9999821782112122,0.9999024868011475,1.0000101327896118,1.0004215240478516,0.9996465444564819
128.0,8.0,0.9998456835746765,0.9999826550483704,0.9998363256454468,1.0000181198120117,1.0004470348358154,0.9996527433395386
128.0,10.0,0.9998308420181274,0.9999787211418152,0.9997747540473938,0.9999945759773254,1.000443935394287,0.9996860027313232
128.0,12.0,0.9997961521148682,0.9999598860740662,0.99970543384552,0.9999479651451111,1.000425100326538,0.9997411966323853
128.0,14.0,0.9997331500053406,0.99992835521698,0.9996208548545837,0.9998934268951416,1.0004022121429443,0.9998089671134949
128.0,16.0,0.9996541142463684,0.9998907446861267,0.9994723200798035,0.9998392462730408,1.0003762245178223,0.9998586177825928
128.0,18.0,0.9995556473731995,0.9998604655265808,0.9992457032203674,0.9997923970222473,1.0003184080123901,0.9998811483383179
128.0,20.0,0.9994844794273376,0.9998670816421509,0.9990002512931824,0.9997754096984863,1.0001945495605469,0.9999061822891235
128.0,22.0,0.9994730949401855,0.999958336353302,0.9988980889320374,0.9998023509979248,1.0000258684158325,0.999901533126831
128.0,24.0,0.9995602965354919,1.0001188516616821,0.999086320400238,0.9999243021011353,0.9999597668647766,0.9998906254768372
128.0,26.0,0.9997285604476929,1.0003198385238647,0.9995872974395752,1.0000900030136108,1.0000836849212646,1.0000032186508179
128.0,28.0,0.9999658465385437,1.0005699396133423,1.0002574920654297,1.0002857446670532,1.0003745555877686,1.0002399682998657
128.0,30.0,1.0002880096435547,1.0009407997131348,1.001088261604309,1.000627875328064,1.0008859634399414,1.0005565881729126
128.0,32.0,1.00068998336792,1.0013926029205322,1.0020743608474731,1.0011237859725952,1.0016074180603027,1.0008745193481445
128.0,34.0,1.0010017156600952,1.0016632080078125,1.002684473991394,1.001307487487793,1.0020297765731812,1.0010255575180054
130.0,-14.0,0.9999169707298279,0.9996466636657715,0.9994801878929138,0.9992533326148987,0.9993215203285217,0.9987476468086243
130.0,-12.0,0.9999298453330994,0.9997081756591797,0.9996638894081116,0.9994605779647827,0.9995214343070984,0.9991002678871155
130.0,-10.0,0.9999412894248962,0.999807596206665,0.9999386072158813,0.9996476769447327,0.9996777772903442,0.9994130730628967
130.0,-8.0,0.9999202489852905,0.9999271035194397,1.000285029411316,0.9997960329055786,0.9997446537017822,0.9995734691619873
130.0,-6.0,0.9998838901519775,1.000016689300537,1.000575065612793,0.9999092221260071,0.9997754096984863,0.9995869994163513
130.0,-4.0,0.9998630285263062,1.000038981437683,1.0006098747253418,1.0000063180923462,0.999869704246521,0.9995763897895813
130.0,-2.0,0.9998515248298645,1.0000040531158447,1.0004078149795532,1.0000413656234741,1.0000145435333252,0.999623715877533
130.0,0.0,0.9998453259468079,0.9999759197235107,1.000206470489502,1.0000234842300415,1.0001417398452759,0.9996705651283264
130.0,2.0,0.9998469352722168,0.9999707341194153,1.0000642538070679,1.000001072883606,1.0002516508102417,0.9996790885925293
130.0,4.0,0.9998428821563721,0.999980628490448,0.9999876022338867,1.0000008344650269,1.0003559589385986,0.9996410608291626
130.0,6.0,0.9998427629470825,0.9999788403511047,0.999914288520813,1.0000197887420654,1.0004220008850098,0.9996110796928406
130.0,8.0,0.999853789806366,0.9999863505363464,0.9998912215232849,1.000054121017456,1.000447392463684,0.9996286630630493
130.0,10.0,0.9998487234115601,0.9999861717224121,0.9998624920845032,1.0000436305999756,1.000427484512329,0.9996471405029297
130.0,12.0,0.999815046787262,0.9999697208404541,0.9998007416725159,0.9999940395355225,1.0003951787948608,0.9997020959854126
130.0,14.0,0.9997529983520508,0.999947726726532,0.9996965527534485,0.9999318718910217,1.0003758668899536,0.9997720122337341
130.0,16.0,0.9996819496154785,0.9999206066131592,0.9995433688163757,0.9998621344566345,1.0003483295440674,0.9998246431350708
130.0,18.0,0.9995912313461304,0.9999049305915833,0.9993280172348022,0.9998012185096741,1.0003021955490112,0.9998555183410645
130.0,20.0,0.999531090259552,0.9999263286590576,0.9991031885147095,0.9997583031654358,1.0001826286315918,0.9998990893363953
130.0,22.0,0.9995288252830505,1.0000052452087402,0.9989679455757141,0.9997504949569702,0.9999844431877136,0.9999158382415771
130.0,24.0,0.999604344367981,1.000112771987915,0.9990513920783997,0.9998477101325989,0.999839723110199,0.9999078512191772
130.0,26.0,0.9997380375862122,1.0002400875091553,0.9994375109672546,1.0000427961349487,0.9999251961708069,0.9999811053276062
130.0,28.0,0.9999345541000366,1.0004372596740723,1.0000417232513428,1.0003117322921753,1.0002604722976685,1.0001678466796875
130.0,30.0,1.0002084970474243,1.0007506608963013,1.000775933265686,1.000709056854248,1.0007919073104858,1.00038743019104
130.0,32.0,1.0006223917007446,1.0012158155441284,1.0017439126968384,1.001362919807434,1.0015970468521118,1.000634789466858
130.0,34.0,1.0011236667633057,1.001670002937317,1.002652645111084,1.0019199848175049,1.0023759603500366,1.0007332563400269
130.0,36.0,1.0014511346817017,1.0018229484558105,1.0028295516967773,1.0014700889587402,1.0022516250610352,1.0005191564559937
