X,Y,Z0
124.0,-16.0,0.49893016272468105
124.0,-14.0,0.6573542194746855
124.0,-12.0,0.8361902851481056
124.0,-10.0,0.9695278735160566
124.0,-8.0,0.9424415388636627
124.0,-6.0,0.8946301463124047
124.0,-4.0,0.9087720577955274
124.0,-2.0,0.9654065685577257
124.0,0.0,0.9817246263167813
124.0,2.0,0.9538936606062817
124.0,4.0,0.9423017305833652
124.0,6.0,0.9385542608093076
124.0,8.0,0.9418245588440894
124.0,10.0,0.948608299748953
124.0,12.0,0.9518056543331449
124.0,14.0,0.9579055503887278
124.0,16.0,0.9726522846496587
124.0,18.0,0.9951644570879759
124.0,20.0,1.0
124.0,22.0,0.9886724899854721
124.0,24.0,0.9951948501923884
124.0,26.0,0.9038422962598246
124.0,28.0,0.7084632638546966
124.0,30.0,0.4424932071411638
124.0,32.0,0.4102552412908559
124.0,34.0,0.572548340232568
124.0,36.0,0.6750490848636261
124.0,38.0,0.6318392083204163
124.0,40.0,0.5750618499674793
126.0,-14.0,0.7166815592878288
126.0,-12.0,0.8500100297244562
126.0,-10.0,0.9642881023153467
126.0,-8.0,0.9453623161977011
126.0,-6.0,0.8881503364516659
126.0,-4.0,0.8936636455920881
126.0,-2.0,0.9467330452067035
126.0,0.0,0.9993799806699856
126.0,2.0,0.9673608451714475
126.0,4.0,0.9539118964689292
126.0,6.0,0.9506811094698835
126.0,10.0,0.9559847061898596
126.0,12.0,0.9635100388423874
126.0,14.0,0.9703636838873996
126.0,16.0,0.9877151071964793
126.0,18.0,0.9877910899575104
126.0,20.0,0.9748223523047091
126.0,22.0,0.9928576204630694
126.0,24.0,0.9834600725787334
126.0,26.0,0.9845572636480235
126.0,28.0,0.913282394490338
126.0,30.0,0.837734254852259
126.0,32.0,0.8380017141710889
126.0,34.0,0.890882676538347
126.0,36.0,0.8713216745384808
126.0,38.0,0.7869656132416677
126.0,40.0,0.739391286904827
128.0,-12.0,0.9038270997076183
128.0,-10.0,0.9857669092036399
128.0,-8.0,0.9314696281707606
128.0,-6.0,0.8767164505716943
128.0,-4.0,0.8862841998407401
128.0,-2.0,0.9455294782719696
128.0,0.0,0.9970579474928728
128.0,2.0,0.9710323321844739
128.0,4.0,0.959507266991265
128.0,6.0,0.9551580137498404
128.0,8.0,0.9503650211839938
128.0,10.0,0.9492131225267612
128.0,12.0,0.9545136799362961
128.0,14.0,0.9668988699843779
128.0,16.0,0.9897392879503498
128.0,18.0,0.9777674441222776
128.0,20.0,0.9484229018120369
128.0,22.0,0.9562156937833944
128.0,24.0,0.994550516378844
128.0,26.0,0.9888457306806232
128.0,28.0,0.9989453592768872
128.0,30.0,0.988487092048556
128.0,32.0,0.9819525745998747
128.0,34.0,0.9070305329126928
130.0,-14.0,0.9275458783911106
130.0,-12.0,0.9632304222817927
130.0,-10.0,0.9747281336810304
130.0,-8.0,0.8930557835038386
130.0,-6.0,0.8412416191014582
130.0,-4.0,0.8712578490192145
130.0,-2.0,0.9495231321917683
130.0,0.0,0.9968968640394867
130.0,2.0,0.965522062354493
130.0,4.0,0.9587292035183058
130.0,6.0,0.951978895028296
130.0,8.0,0.9478363148968763
130.0,10.0,0.9442104175404684
130.0,12.0,0.9524378309049243
130.0,14.0,0.9698591583541526
130.0,16.0,0.9954866239947481
130.0,18.0,0.968597844521035
130.0,20.0,0.9375452097428135
130.0,22.0,0.933712639276401
130.0,24.0,0.9668623982590829
130.0,26.0,0.9999057813763214
130.0,28.0,0.9928576204630694
130.0,30.0,0.99612487918741
130.0,32.0,0.9645555616341764
130.0,34.0,0.8576508561737513
130.0,36.0,0.7324555804779012
130.0,38.0,0.6805411188309596
130.0,40.0,0.7218696622110375
130.0,42.0,0.778531526767207
132.0,-12.0,0.9774635130781528
132.0,-10.0,0.9139388855456474
132.0,-8.0,0.8406611108071801
132.0,-6.0,0.7977673225498598
132.0,-4.0,0.8534292539708591
132.0,-2.0,0.9619265581024977
132.0,0.0,0.9815848180364839
132.0,2.0,0.9579936903915239
132.0,4.0,0.9530152998887612
132.0,6.0,0.9527751943639027
132.0,8.0,0.9490854714882287
132.0,10.0,0.9485201597461568
132.0,12.0,0.9548297682221858
132.0,14.0,0.9753633495632511
132.0,16.0,0.9963528274705035
132.0,18.0,0.9645768368072651
132.0,20.0,0.9399006753347801
132.0,22.0,0.9331534061552115
132.0,24.0,0.9511704384509243
132.0,26.0,0.974168900559841
132.0,28.0,0.9862866312890931
132.0,30.0,0.980970877327352
132.0,32.0,0.9896298727744649
132.0,34.0,0.9369008759292692
132.0,36.0,0.8235042033663402
132.0,38.0,0.7553476667213743
132.0,40.0,0.7533356432092687
132.0,42.0,0.775948112892147
134.0,-10.0,0.8502744497328446
134.0,-8.0,0.7911993726863249
134.0,-6.0,0.7610494131091539
134.0,-4.0,0.8500495407601923
134.0,-2.0,0.9812565725088293
134.0,0.0,0.962704621575457
134.0,2.0,0.9497632377166269
134.0,4.0,0.9513983867340178
134.0,6.0,0.953307073691121
134.0,8.0,0.9525168529763968
134.0,10.0,0.9530669681662625
134.0,12.0,0.9620754843141188
134.0,14.0,0.9836758636200619
134.0,16.0,0.9900584155466807
134.0,18.0,0.9642121195543155
134.0,20.0,0.9463166596762527
134.0,22.0,0.9416817112533509
134.0,24.0,0.9450948568788713
134.0,26.0,0.9504987508434086
134.0,28.0,0.9604190601236391
134.0,30.0,0.9545410337302673
134.0,32.0,0.9415844533192309
134.0,34.0,0.9631635574520853
134.0,36.0,0.9518816370941761
134.0,38.0,0.853195227066883
134.0,40.0,0.7779327826102813
134.0,42.0,0.726696087191738
136.0,-10.0,0.8228021226544122
136.0,-8.0,0.7685717064512403
136.0,-6.0,0.7500683844849281
136.0,-4.0,0.8478156475858757
136.0,-2.0,0.9968573530037506
136.0,0.0,0.9490368425211688
136.0,2.0,0.9409492374370103
136.0,4.0,0.9518755584732936
136.0,6.0,0.952386162627423
136.0,8.0,0.952680975740224
136.0,10.0,0.9588173435211019
136.0,12.0,0.9717009804815483
136.0,14.0,0.9939153004966234
136.0,16.0,0.9820893435697309
136.0,18.0,0.962655992608397
136.0,20.0,0.9516992784677012
136.0,22.0,0.9495231321917683
136.0,24.0,0.9463105810553701
136.0,26.0,0.9361866379755761
136.0,28.0,0.9357763310660078
136.0,30.0,0.9292023025815903
136.0,32.0,0.9123706013579639
136.0,34.0,0.9121730461792829
136.0,36.0,0.9918789625009877
136.0,38.0,0.8588878555233389
136.0,40.0,0.7425521697637241
136.0,42.0,0.6472910626037165
136.0,44.0,0.580113183920832
138.0,-14.0,0.8981587857346925
138.0,-12.0,0.8906820820492247
138.0,-10.0,0.8500616980019573
138.0,-8.0,0.7933876762040228
138.0,-6.0,0.7597546668611825
138.0,0.0,0.9342870689497966
138.0,2.0,0.9384782780482764
138.0,4.0,0.9513588756982816
138.0,6.0,0.9523952805587468
138.0,8.0,0.9533678598999459
138.0,10.0,0.9647318416397688
138.0,12.0,0.982484453927093
138.0,14.0,0.9956781005525467
138.0,16.0,0.9732479894961431
138.0,18.0,0.9568904207013513
138.0,20.0,0.9494258742576485
138.0,22.0,0.9472162955668618
138.0,24.0,0.9455902644807946
138.0,26.0,0.9259958300660747
138.0,28.0,0.9168262304648321
138.0,30.0,0.9111275233874938
138.0,32.0,0.9102795557743859
138.0,34.0,0.9023712700062609
138.0,38.0,0.8372692403547484
138.0,40.0,0.6679644522250792
138.0,42.0,0.5800523977120071
138.0,44.0,0.544133826917349
138.0,46.0,0.5449969910826631
138.0,54.0,0.31978712669669507
138.0,56.0,0.686647093507425
140.0,-16.0,0.8995811830211962
140.0,-14.0,0.9026691224295031
140.0,-12.0,0.9055351921755992
140.0,-10.0,0.8806189251782556
140.0,-8.0,0.8302028435788489
140.0,-2.0,0.9136957407103476
140.0,0.0,0.9252572776288516
140.0,2.0,0.9346305110296576
140.0,4.0,0.9510671018959218
140.0,6.0,0.955854015840886
140.0,8.0,0.9583249752296199
140.0,10.0,0.9705946714809344
140.0,12.0,0.9896450693266712
140.0,14.0,0.9869188078608725
140.0,16.0,0.9615983125748431
140.0,18.0,0.9428579243941134
140.0,20.0,0.9358462352061564
140.0,22.0,0.9382320939025354
140.0,24.0,0.9408914905386266
140.0,26.0,0.9163338621733501
140.0,28.0,0.8980767243527789
140.0,30.0,0.8917975089811624
140.0,32.0,0.9053254797551531
140.0,34.0,0.8888129061278577
140.0,36.0,0.8644528329412623
140.0,40.0,0.6520475834442682
140.0,42.0,0.5273659512129888
140.0,44.0,0.5478539428974354
140.0,46.0,0.6134939304970488
140.0,48.0,0.7160007537489894
140.0,54.0,0.7675626553847463
140.0,56.0,0.7174444262085817
140.0,58.0,0.622326166639313
142.0,-16.0,0.8947122076943184
142.0,-14.0,0.901584088601978
142.0,-12.0,0.90473281421911
142.0,-10.0,0.8942806256116612
142.0,-2.0,0.9173581097920503
142.0,0.0,0.9263119183519644
142.0,2.0,0.9383171945948903
142.0,4.0,0.9525290102181617
142.0,6.0,0.9585073338560948
142.0,8.0,0.96602658788774
142.0,10.0,0.9756429661238458
142.0,12.0,0.993811963941621
142.0,14.0,0.9790561117493664
142.0,16.0,0.9499212818595717
142.0,18.0,0.9261143631732832
142.0,20.0,0.9178352815313262
142.0,22.0,0.9242998948398587
142.0,24.0,0.9283512956580411
142.0,26.0,0.9170997684045443
142.0,28.0,0.890834047571287
142.0,30.0,0.8718687504179052
142.0,32.0,0.877549221632596
142.0,34.0,0.8464874689230507
142.0,36.0,0.7165660654910614
142.0,38.0,0.6215116314410587
142.0,42.0,0.7164870434195889
142.0,44.0,0.6533210545191507
142.0,46.0,0.7109828522104904
142.0,48.0,0.8312848380959328
142.0,50.0,0.8645440122544997
142.0,52.0,0.8135413437399323
142.0,54.0,0.8927305772866252
142.0,56.0,0.8751937560406295
142.0,58.0,0.7392788324185009
144.0,-12.0,0.9061491328847311
144.0,-10.0,0.9073982894760837
144.0,-8.0,0.9070092577396041
144.0,-2.0,0.9210843043930194
144.0,0.0,0.9283512956580411
144.0,2.0,0.9436785382132502
144.0,4.0,0.9516354529484351
144.0,6.0,0.9596531538924449
144.0,8.0,0.9704882956154908
144.0,10.0,0.9778403875728675
144.0,12.0,0.9947997398350262
144.0,14.0,0.9748618633404453
144.0,16.0,0.9435478478642766
144.0,18.0,0.9136927013999064
144.0,20.0,0.9034076748667262
144.0,22.0,0.9161758180304053
144.0,24.0,0.9272145935530147
144.0,26.0,0.9345879606834802
144.0,28.0,0.8902596178978913
144.0,30.0,0.8527818808468735
144.0,32.0,0.8468673827282066
144.0,34.0,0.7593504385724967
144.0,36.0,0.5086559561366717
144.0,38.0,0.26534395876263595
144.0,40.0,0.43997361878537
144.0,42.0,0.8669663426761736
144.0,46.0,0.7469196588677961
144.0,48.0,0.42684075836874125
144.0,50.0,0.4460492003574229
144.0,52.0,0.5818577481141078
144.0,54.0,0.8288138787071989
144.0,56.0,0.9781017682708147
144.0,58.0,0.9939912832576545
144.0,60.0,0.7438256408386066
146.0,-16.0,0.9259472010990146
146.0,-14.0,0.9115621447805922
146.0,-12.0,0.906036678398405
146.0,-10.0,0.9088450012461173
146.0,-8.0,0.9261964245551969
146.0,-4.0,0.9306611715933889
146.0,-2.0,0.9258195500604822
146.0,0.0,0.9346153144774514
146.0,2.0,0.9457209548297683
146.0,4.0,0.9513224039729866
146.0,6.0,0.9597260973430348
146.0,8.0,0.9706189859644644
146.0,10.0,0.9799982979861529
146.0,12.0,0.9942769784391318
146.0,14.0,0.9768647689212272
146.0,16.0,0.9425327181769
146.0,18.0,0.9076627094844721
146.0,20.0,0.8917914303602799
146.0,22.0,0.9117384247861845
146.0,24.0,0.941228853997605
146.0,26.0,0.9602974877059892
146.0,28.0,0.9142975241777146
146.0,30.0,0.869738193798591
