X,Y,Z0
124.0,-16.0,0.999371349811554
124.0,-14.0,0.9995201230049133
124.0,-12.0,0.9996828436851501
124.0,-10.0,0.9998120069503784
124.0,-8.0,0.9998891949653625
124.0,-6.0,0.9999357461929321
124.0,-4.0,0.999950647354126
124.0,-2.0,0.9999579787254333
124.0,0.0,0.9999499917030334
124.0,2.0,0.9999215602874756
124.0,4.0,0.9998708963394165
124.0,6.0,0.9998231530189514
124.0,8.0,0.9997859597206116
124.0,10.0,0.999763011932373
124.0,12.0,0.9997730851173401
124.0,14.0,0.9997981786727905
124.0,16.0,0.9998170733451843
124.0,18.0,0.9998218417167664
124.0,20.0,0.9998222589492798
124.0,22.0,0.9997872710227966
124.0,24.0,0.9997001886367798
124.0,26.0,0.9996020793914795
124.0,28.0,0.9993361830711365
124.0,30.0,0.9988158941268921
124.0,32.0,0.9986807703971863
124.0,34.0,0.9992711544036865
124.0,36.0,1.000170111656189
124.0,38.0,1.0009829998016357
124.0,40.0,1.0013846158981323
126.0,-14.0,0.9995027780532837
126.0,-12.0,0.9996479749679565
126.0,-10.0,0.9997838735580444
126.0,-8.0,0.9998793005943298
126.0,-6.0,0.9999368190765381
126.0,-4.0,0.999981701374054
126.0,-2.0,0.9999914169311523
126.0,0.0,0.9999668002128601
126.0,2.0,0.9999284148216248
126.0,4.0,0.9998849034309387
126.0,6.0,0.9998577833175659
126.0,10.0,0.999813437461853
126.0,12.0,0.9998176693916321
126.0,14.0,0.9998202919960022
126.0,16.0,0.9997904896736145
126.0,18.0,0.9997592568397522
126.0,20.0,0.9997504353523254
126.0,22.0,0.9997572898864746
126.0,24.0,0.9997280836105347
126.0,26.0,0.9996620416641235
126.0,28.0,0.9994779229164124
126.0,30.0,0.9991111755371094
126.0,32.0,0.9988720417022705
126.0,34.0,0.9991312623023987
126.0,36.0,0.999915361404419
126.0,38.0,1.0007797479629517
126.0,40.0,1.0011332035064697
128.0,-12.0,0.9995484352111816
128.0,-10.0,0.9997242093086243
128.0,-8.0,0.9998561143875122
128.0,-6.0,0.9999498724937439
128.0,-4.0,1.0000215768814087
128.0,-2.0,1.0000401735305786
128.0,0.0,1.0000020265579224
128.0,2.0,0.9999433755874634
128.0,4.0,0.9999086856842041
128.0,6.0,0.9998992085456848
128.0,8.0,0.9998898506164551
128.0,10.0,0.9998685121536255
128.0,12.0,0.9998421669006348
128.0,14.0,0.9998140335083008
128.0,16.0,0.9997531771659851
128.0,18.0,0.9996963143348694
128.0,20.0,0.9996747374534607
128.0,22.0,0.9997061491012573
128.0,24.0,0.9997496008872986
128.0,26.0,0.9997461438179016
128.0,28.0,0.9996193647384644
128.0,30.0,0.9992928504943848
128.0,32.0,0.9988885521888733
128.0,34.0,0.9987573623657227
130.0,-14.0,0.999171257019043
130.0,-12.0,0.9994191527366638
130.0,-10.0,0.9996566772460938
130.0,-8.0,0.9998385310173035
130.0,-6.0,0.999971866607666
130.0,-4.0,1.0000650882720947
130.0,-2.0,1.0000828504562378
130.0,0.0,1.0000460147857666
130.0,2.0,0.9999770522117615
130.0,4.0,0.9999444484710693
130.0,6.0,0.999932050704956
130.0,8.0,0.9999223947525024
130.0,10.0,0.9999011158943176
130.0,12.0,0.9998672604560852
130.0,14.0,0.9998202323913574
130.0,16.0,0.9997522830963135
130.0,18.0,0.9996955394744873
130.0,20.0,0.9996748566627502
130.0,22.0,0.9997102618217468
130.0,24.0,0.9997884035110474
130.0,26.0,0.9998509287834167
130.0,28.0,0.9997740387916565
130.0,30.0,0.9994797706604004
130.0,32.0,0.9989938735961914
130.0,34.0,0.998584508895874
130.0,36.0,0.9990089535713196
130.0,38.0,1.000728726387024
130.0,40.0,1.0030356645584106
130.0,42.0,1.004616618156433
132.0,-12.0,0.9994128346443176
132.0,-10.0,0.999638020992279
132.0,-8.0,0.9998360276222229
132.0,-6.0,1.0000028610229492
132.0,-4.0,1.0001024007797241
132.0,-2.0,1.0001106262207031
132.0,0.0,1.0000723600387573
132.0,2.0,1.0000133514404297
132.0,4.0,0.9999892711639404
132.0,6.0,0.9999719858169556
132.0,8.0,0.9999643564224243
132.0,10.0,0.999939501285553
132.0,12.0,0.9999086856842041
132.0,14.0,0.9998595118522644
132.0,16.0,0.9998013973236084
132.0,18.0,0.9997541904449463
132.0,20.0,0.9997420907020569
132.0,22.0,0.9997786283493042
132.0,24.0,0.9998642802238464
132.0,26.0,0.99994295835495
132.0,28.0,0.9998941421508789
132.0,30.0,0.9996674060821533
132.0,32.0,0.999286413192749
132.0,34.0,0.9988922476768494
132.0,36.0,0.9991317987442017
132.0,38.0,1.0003985166549683
132.0,40.0,1.0022473335266113
132.0,42.0,1.003555178642273
134.0,-10.0,0.9996873140335083
134.0,-8.0,0.9998492002487183
134.0,-6.0,1.0000250339508057
134.0,-4.0,1.000129222869873
134.0,-2.0,1.0001342296600342
134.0,0.0,1.0000978708267212
134.0,2.0,1.0000571012496948
134.0,4.0,1.0000320672988892
134.0,6.0,1.0000097751617432
134.0,8.0,0.9999980926513672
134.0,10.0,0.999979555606842
134.0,12.0,0.9999601244926453
134.0,14.0,0.9999297261238098
134.0,16.0,0.9998841881752014
134.0,18.0,0.9998286366462708
134.0,20.0,0.9998222589492798
134.0,22.0,0.9998563528060913
134.0,24.0,0.9999262094497681
134.0,26.0,0.9999878406524658
134.0,28.0,0.9999393224716187
134.0,30.0,0.9997996687889099
134.0,32.0,0.99958735704422
134.0,34.0,0.9992994666099548
134.0,36.0,0.999240517616272
134.0,38.0,0.9998608231544495
134.0,40.0,1.0009740591049194
134.0,42.0,1.0016459226608276
136.0,-10.0,0.9997472167015076
136.0,-8.0,0.999878466129303
136.0,-6.0,1.0000476837158203
136.0,-4.0,1.0001511573791504
136.0,-2.0,1.0001472234725952
136.0,0.0,1.0001182556152344
136.0,2.0,1.0000852346420288
136.0,4.0,1.000063180923462
136.0,6.0,1.000043272972107
136.0,8.0,1.000031590461731
136.0,10.0,1.0000247955322266
136.0,12.0,1.0000172853469849
136.0,14.0,0.9999921321868896
136.0,16.0,0.9999487996101379
136.0,18.0,0.9998977780342102
136.0,20.0,0.9998760223388672
136.0,22.0,0.9998988509178162
136.0,24.0,0.9999516010284424
136.0,26.0,0.9999712705612183
136.0,28.0,0.9999207258224487
136.0,30.0,0.999851644039154
136.0,32.0,0.9997654557228088
136.0,34.0,0.9995855689048767
136.0,36.0,0.9993017315864563
136.0,38.0,0.9993189573287964
136.0,40.0,0.9997310638427734
136.0,42.0,1.0000412464141846
136.0,44.0,0.9999504089355469
138.0,-14.0,0.9992064237594604
138.0,-12.0,0.9995175004005432
138.0,-10.0,0.9997517466545105
138.0,-8.0,0.9999039173126221
138.0,-6.0,1.0000452995300293
138.0,0.0,1.0001393556594849
138.0,2.0,1.000101089477539
138.0,4.0,1.0000805854797363
138.0,6.0,1.0000666379928589
138.0,8.0,1.0000691413879395
138.0,10.0,1.0000745058059692
138.0,12.0,1.0000758171081543
138.0,14.0,1.0000412464141846
138.0,16.0,0.9999856948852539
138.0,18.0,0.9999346733093262
138.0,20.0,0.999910831451416
138.0,22.0,0.9999284148216248
138.0,24.0,0.9999461770057678
138.0,26.0,0.9999427795410156
138.0,28.0,0.9998889565467834
138.0,30.0,0.9998509883880615
138.0,32.0,0.9998098611831665
138.0,34.0,0.9996983408927917
138.0,38.0,0.9987631440162659
138.0,40.0,0.998546838760376
138.0,42.0,0.9986441731452942
138.0,44.0,0.9988881945610046
138.0,46.0,0.9991564750671387
138.0,54.0,0.9969790577888489
138.0,56.0,0.9998194575309753
140.0,-16.0,0.9989179372787476
140.0,-14.0,0.999234676361084
140.0,-12.0,0.999561071395874
140.0,-10.0,0.9997748732566833
140.0,-8.0,0.9999000430107117
140.0,-2.0,1.000218152999878
140.0,0.0,1.0001657009124756
140.0,2.0,1.0001140832901
140.0,4.0,1.000089406967163
140.0,6.0,1.0000848770141602
140.0,8.0,1.0001016855239868
140.0,10.0,1.0001232624053955
140.0,12.0,1.0001236200332642
140.0,14.0,1.0000826120376587
140.0,16.0,1.0000158548355103
140.0,18.0,0.9999562501907349
140.0,20.0,0.999931812286377
140.0,22.0,0.9999403953552246
140.0,24.0,0.9999404549598694
140.0,26.0,0.9999396800994873
140.0,28.0,0.9999093413352966
140.0,30.0,0.9998828768730164
140.0,32.0,0.9998278021812439
140.0,34.0,0.999671459197998
140.0,36.0,0.9992753863334656
140.0,40.0,0.9974150657653809
140.0,42.0,0.9972078204154968
140.0,44.0,0.9979358911514282
140.0,46.0,0.999090850353241
140.0,48.0,1.0002213716506958
140.0,54.0,0.9994875192642212
140.0,56.0,1.0000919103622437
140.0,58.0,1.000541090965271
142.0,-16.0,0.9989175200462341
142.0,-14.0,0.9993278980255127
142.0,-12.0,0.9996901154518127
142.0,-10.0,0.9998541474342346
142.0,-2.0,1.0002621412277222
142.0,0.0,1.0002057552337646
142.0,2.0,1.0001332759857178
142.0,4.0,1.0001037120819092
142.0,6.0,1.0001064538955688
142.0,8.0,1.000121831893921
142.0,10.0,1.000146746635437
142.0,12.0,1.0001521110534668
142.0,14.0,1.0001137256622314
142.0,16.0,1.0000418424606323
142.0,18.0,0.9999706149101257
142.0,20.0,0.9999285936355591
142.0,22.0,0.9999277591705322
142.0,24.0,0.9999410510063171
142.0,26.0,0.9999852776527405
142.0,28.0,1.0000073909759521
142.0,30.0,0.9999871850013733
142.0,32.0,0.9998912215232849
142.0,34.0,0.9996626973152161
142.0,36.0,0.9991056323051453
142.0,38.0,0.9980737566947937
142.0,42.0,0.9963036179542542
142.0,44.0,0.997663140296936
142.0,46.0,0.999573290348053
142.0,48.0,1.0007355213165283
142.0,50.0,1.000556230545044
142.0,52.0,1.0008901357650757
142.0,54.0,1.0000219345092773
142.0,56.0,1.0004831552505493
142.0,58.0,1.000814437866211
144.0,-12.0,0.9998683929443359
144.0,-10.0,0.999980092048645
144.0,-8.0,1.0000814199447632
144.0,-2.0,1.0003669261932373
144.0,0.0,1.0002715587615967
144.0,2.0,1.00017511844635
144.0,4.0,1.0001260042190552
144.0,6.0,1.000118374824524
144.0,8.0,1.0001301765441895
144.0,10.0,1.0001513957977295
144.0,12.0,1.0001561641693115
144.0,14.0,1.0001277923583984
144.0,16.0,1.0000547170639038
144.0,18.0,0.9999624490737915
144.0,20.0,0.999891459941864
144.0,22.0,0.9998593926429749
144.0,24.0,0.9999121427536011
144.0,26.0,1.0000187158584595
144.0,28.0,1.0001364946365356
144.0,30.0,1.0001466274261475
144.0,32.0,1.0000109672546387
144.0,34.0,0.9997152090072632
144.0,36.0,0.9990003705024719
144.0,38.0,0.9977814555168152
144.0,40.0,0.9969138503074646
144.0,42.0,0.9968940019607544
144.0,46.0,0.9996774196624756
144.0,48.0,1.000144600868225
144.0,50.0,0.9999500513076782
144.0,52.0,1.0000951290130615
144.0,54.0,1.0005548000335693
144.0,56.0,1.0008488893508911
144.0,58.0,1.0009204149246216
144.0,60.0,1.0003937482833862
146.0,-16.0,0.9999227523803711
146.0,-14.0,0.9999717473983765
146.0,-12.0,1.000011920928955
146.0,-10.0,1.0000855922698975
146.0,-8.0,1.0002009868621826
146.0,-4.0,1.0005824565887451
146.0,-2.0,1.0004690885543823
146.0,0.0,1.0003339052200317
146.0,2.0,1.0002213716506958
146.0,4.0,1.0001420974731445
146.0,6.0,1.0001198053359985
146.0,8.0,1.0001227855682373
146.0,10.0,1.0001469850540161
146.0,12.0,1.000152349472046
146.0,14.0,1.0001282691955566
146.0,16.0,1.0000535249710083
146.0,18.0,0.9999318718910217
146.0,20.0,0.9998132586479187
146.0,22.0,0.9997385740280151
146.0,24.0,0.9998061060905457
146.0,26.0,0.9999834299087524
146.0,28.0,1.0001927614212036
146.0,30.0,1.000253438949585
146.0,32.0,1.0001169443130493
146.0,34.0,0.9998036026954651
146.0,36.0,0.9990787506103516
146.0,38.0,0.9979448914527893
146.0,40.0,0.9975060820579529
146.0,42.0,0.9980241656303406
146.0,44.0,0.9990489482879639
146.0,46.0,0.999963104724884
146.0,48.0,0.9997273087501526
146.0,50.0,0.9999830722808838
146.0,52.0,1.0003260374069214
146.0,54.0,1.0006616115570068
146.0,56.0,1.0009576082229614
146.0,58.0,1.000895380973816
146.0,60.0,1.0015031099319458
148.0,-18.0,0.9998944401741028
148.0,-16.0,0.9999622106552124
148.0,-14.0,1.000040054321289
148.0,-12.0,1.0001152753829956
148.0,-10.0,1.0002310276031494
148.0,-6.0,1.0006792545318604
148.0,-4.0,1.0006545782089233
148.0,-2.0,1.000527262687683
148.0,0.0,1.0003710985183716
148.0,2.0,1.000246524810791
148.0,4.0,1.0001507997512817
148.0,6.0,1.0001194477081299
148.0,8.0,1.0001119375228882
148.0,10.0,1.0001356601715088
148.0,12.0,1.0001459121704102
148.0,14.0,1.0001153945922852
148.0,16.0,1.0000331401824951
148.0,18.0,0.9998844265937805
148.0,20.0,0.9997119903564453
148.0,22.0,0.9995844960212708
148.0,24.0,0.9996349811553955
148.0,26.0,0.9998354911804199
148.0,28.0,1.0001174211502075
148.0,30.0,1.0002591609954834
148.0,32.0,1.0001696348190308
148.0,34.0,0.9998927116394043
148.0,36.0,0.9993211030960083
148.0,38.0,0.9985499978065491
148.0,40.0,0.9984538555145264
148.0,42.0,0.998930037021637
148.0,44.0,0.9993053078651428
148.0,46.0,0.9995288848876953
148.0,48.0,0.9998797178268433
148.0,50.0,1.0000125169754028
148.0,52.0,1.000226378440857
148.0,54.0,1.0005080699920654
148.0,56.0,1.00081467628479
148.0,58.0,1.0008245706558228
148.0,60.0,1.0013259649276733
150.0,-22.0,0.9996194243431091
150.0,-20.0,0.9997738003730774
150.0,-18.0,0.9999376535415649
150.0,-16.0,1.0000420808792114
150.0,-14.0,1.0001301765441895
150.0,-12.0,1.0002318620681763
150.0,-10.0,1.0004149675369263
150.0,-8.0,1.0006662607192993
150.0,-6.0,1.0007896423339844
150.0,-4.0,1.0007141828536987
150.0,-2.0,1.000555157661438
150.0,0.0,1.000381588935852
150.0,2.0,1.0002514123916626
150.0,4.0,1.0001604557037354
150.0,6.0,1.0001158714294434
150.0,8.0,1.0001022815704346
150.0,10.0,1.000117301940918
150.0,12.0,1.0001304149627686
150.0,14.0,1.0000965595245361
150.0,16.0,1.0000028610229492
150.0,18.0,0.9998374581336975
150.0,20.0,0.9996122717857361
150.0,22.0,0.9994255304336548
150.0,24.0,0.9994262456893921
150.0,26.0,0.9996063113212585
150.0,28.0,0.9999338984489441
150.0,30.0,1.0001662969589233
150.0,32.0,1.0001811981201172
150.0,34.0,1.0000009536743164
150.0,36.0,0.9996396899223328
150.0,38.0,0.9992825388908386
150.0,40.0,0.999353289604187
150.0,42.0,0.9995822906494141
150.0,44.0,0.9995526671409607
150.0,46.0,0.9995120167732239
150.0,48.0,0.9996557831764221
150.0,50.0,0.9998170137405396
150.0,52.0,1.0002269744873047
150.0,54.0,1.0004733800888062
150.0,56.0,1.0005947351455688
150.0,58.0,1.0007495880126953
150.0,60.0,1.0005650520324707
152.0,-22.0,0.9997433423995972
152.0,-20.0,0.9998531341552734
152.0,-18.0,1.0000035762786865
152.0,-16.0,1.0001193284988403
152.0,-14.0,1.0002222061157227
152.0,-12.0,1.0003658533096313
152.0,-10.0,1.0005613565444946
152.0,-8.0,1.0007612705230713
152.0,-6.0,1.0008318424224854
152.0,-4.0,1.0007244348526
152.0,-2.0,1.0005429983139038
152.0,0.0,1.0003598928451538
152.0,2.0,1.0002481937408447
152.0,4.0,1.000162959098816
152.0,6.0,1.0001189708709717
152.0,8.0,1.000098705291748
152.0,10.0,1.000098466873169
152.0,12.0,1.0001035928726196
152.0,14.0,1.0000686645507812
152.0,16.0,0.9999681115150452
152.0,18.0,0.9997896552085876
152.0,20.0,0.9995219707489014
152.0,22.0,0.9992724061012268
152.0,24.0,0.9991947412490845
152.0,26.0,0.9993491768836975
152.0,28.0,0.9996835589408875
152.0,30.0,1.0000125169754028
152.0,32.0,1.000199317932129
152.0,34.0,1.000171422958374
152.0,36.0,0.9999971985816956
152.0,38.0,0.9998636841773987
