Z,Zs,X,Y
0.011697388432733123,0.5507140241669718,136.0,6.0
0.011697334416023795,0.5613328451116807,136.0,8.0
0.011697118349186485,0.6038081288905163,136.0,10.0
0.011697118349186485,0.6038081288905163,136.0,12.0
0.011697114623896186,0.6045404613694617,136.0,14.0
0.01169700659047753,0.6257781032588796,136.0,16.0
0.011697161190024917,0.5953863053826437,136.0,18.0
0.011697289712540214,0.570120834859026,136.0,20.0
0.011697429410926406,0.5426583668985719,136.0,22.0
0.011697788901440208,0.4719882826803369,136.0,24.0
0.011697738610021179,0.48187477114610033,136.0,26.0
0.011698008693567817,0.42878066642255586,136.0,28.0
0.011698129765502517,0.404979860856829,136.0,30.0
0.01169776096176297,0.4774807762724277,136.0,32.0
0.011697980753890579,0.43427316001464666,136.0,34.0
0.01169788017105252,0.4540461369461736,136.0,36.0
0.011697282261959617,0.5715854998169169,136.0,38.0
0.011697459213248794,0.5367997070670084,136.0,40.0
0.011698077611438339,0.4152325155620652,136.0,42.0
0.011697837330214088,0.46246796045404615,136.0,44.0
0.011698094375244682,0.4119370194068107,138.0,-14.0
0.011697656653634612,0.49798608568290004,138.0,-12.0
0.011697868995181625,0.4562431343830099,138.0,-10.0
0.011697611950151031,0.5067740754302453,138.0,-8.0
0.011698040358535354,0.4225558403515196,138.0,-6.0
0.011697112761251037,0.6049066276089344,138.0,0.0
0.011697269223443572,0.5741486634932259,138.0,2.0
0.011697423822990959,0.5437568656169901,138.0,4.0
0.011697194717637603,0.5887953130721347,138.0,6.0
0.01169720403086335,0.5869644818747711,138.0,8.0
0.011697138838283126,0.5997803002563163,138.0,10.0
0.011697086684218948,0.6100329549615525,138.0,12.0
0.01169705688189656,0.615891614793116,138.0,14.0
0.011697002865187232,0.626510435737825,138.0,16.0
0.011696857578865592,0.6550714024166973,138.0,18.0
0.011697025216929023,0.6221164408641523,138.0,20.0
0.011697068057767455,0.6136946173562797,138.0,22.0
0.011697367943636482,0.5547418528011717,138.0,24.0
0.011698111139051025,0.4086415232515562,138.0,26.0
0.011698159567824905,0.3991212010252655,138.0,28.0
0.011697975165955131,0.4353716587330648,138.0,30.0
0.011697844780794685,0.46100329549615526,138.0,32.0
0.011697706945053642,0.4880995972171366,138.0,34.0
0.011697213344089095,0.5851336506774075,138.0,38.0
0.01169705874454171,0.6155254485536433,138.0,40.0
0.011697550482861106,0.5188575613328451,138.0,42.0
0.011697284124604766,0.5712193335774441,138.0,44.0
0.011697673417440956,0.49469058952764555,138.0,46.0
0.011698306716791694,0.37019406810692057,138.0,54.0
0.011698772378079002,0.27865250823874044,138.0,56.0
0.011698176331631248,0.395825704870011,140.0,-16.0
0.011697725571505134,0.4844379348224094,140.0,-14.0
0.011698023594729011,0.4258513365067741,140.0,-12.0
0.011697489015571182,0.5309410472354449,140.0,-10.0
0.011697837330214088,0.46246796045404615,140.0,-8.0
0.011697170503250663,0.5935554741852801,140.0,-2.0
0.011697198442927902,0.5880629805931893,140.0,0.0
0.011697159327379768,0.5957524716221164,140.0,2.0
0.011697209618798797,0.585865983156353,140.0,4.0
0.011697217069379394,0.5844013181984621,140.0,6.0
0.011697222657314842,0.5833028194800439,140.0,8.0
0.011697168640605514,0.5939216404247528,140.0,10.0
0.011697077370993202,0.6118637861589161,140.0,12.0
0.011696868754736488,0.6528744049798609,140.0,14.0
0.011696971200219695,0.6327352618088613,140.0,16.0
0.01169688551854283,0.6495789088246064,140.0,18.0
0.011696825913898055,0.6612962284877335,140.0,20.0
0.01169707923363835,0.6114976199194434,140.0,22.0
0.011697489015571182,0.5309410472354449,140.0,24.0
0.011697442449442451,0.5400952032222629,140.0,26.0
0.011697887621633117,0.4525814719882827,140.0,28.0
0.01169788017105252,0.4540461369461736,140.0,30.0
0.011697626851312225,0.5038447455144636,140.0,32.0
0.011697606362215583,0.5078725741486635,140.0,34.0
0.011697708807698791,0.48773343097766386,140.0,36.0
0.011697602636925285,0.5086049066276089,140.0,40.0
0.011696539066545074,0.7176858293665325,140.0,42.0
0.011697429410926406,0.5426583668985719,140.0,44.0
0.011698090649954383,0.41266935188575615,140.0,46.0
0.011698308579436843,0.36982790186744785,140.0,48.0
0.011697744197956626,0.48077627242768217,140.0,54.0
0.011698815218917434,0.27023068473086787,140.0,56.0
0.011698308579436843,0.36982790186744785,140.0,58.0
0.011698018006793563,0.42694983522519225,142.0,-16.0
0.011697721846214836,0.4851702673013548,142.0,-14.0
0.011697803802601402,0.4690589527645551,142.0,-12.0
0.011697725571505134,0.4844379348224094,142.0,-10.0
0.01169703080486447,0.6210179421457341,142.0,-2.0
0.011696917183510368,0.6433540827535702,142.0,0.0
0.011697068057767455,0.6136946173562797,142.0,2.0
0.011696973062864845,0.6323690955693886,142.0,4.0
0.011697060607186859,0.6151592823141706,142.0,6.0
0.011697094134799545,0.6085682900036616,142.0,8.0
0.011697012178412979,0.6246796045404613,142.0,10.0
0.011696987964026039,0.6294397656536068,142.0,12.0
0.011696898557058875,0.6470157451482974,142.0,14.0
0.01169666945170552,0.692054192603442,142.0,16.0
0.011696842677704399,0.658000732332479,142.0,18.0
0.011697099722734992,0.6074697912852435,142.0,20.0
0.01169705688189656,0.615891614793116,142.0,22.0
0.011697047568670814,0.6177224459904797,142.0,24.0
0.011697338141314094,0.5606005126327352,142.0,26.0
0.011698120452276771,0.4068106920541926,142.0,28.0
0.011697941638342445,0.4419626510435738,142.0,30.0
0.011697865269891326,0.45697546686195534,142.0,32.0
0.011697917423955505,0.44672281215671916,142.0,34.0
0.011698440827242439,0.3438300988648847,142.0,36.0
0.011697241283766334,0.5796411570853167,142.0,38.0
0.011697218932024543,0.5840351519589894,142.0,42.0
0.011697161190024917,0.5953863053826437,142.0,44.0
0.011697410784474914,0.5463200292932991,142.0,46.0
0.011697993792406623,0.4317099963383376,142.0,48.0
0.01169744617473275,0.5393628707433175,142.0,50.0
0.01169691345822007,0.6440864152325156,142.0,52.0
0.011696941397897308,0.6385939216404248,142.0,54.0
0.011698044083825652,0.42182350787257417,142.0,56.0
0.011698086924664085,0.4134016843647016,142.0,58.0
0.01169783174227864,0.4635664591724643,144.0,-12.0
0.011698086924664085,0.4134016843647016,144.0,-10.0
0.011697775862924163,0.4745514463566459,144.0,-8.0
0.011697231970540588,0.5814719882826803,144.0,-2.0
0.011696891106478279,0.6484804101061883,144.0,0.0
0.011697064332477157,0.6144269498352252,144.0,2.0
0.01169698237609059,0.630538264372025,144.0,4.0
0.011697196580282752,0.588429146832662,144.0,6.0
0.011697028942219322,0.6213841083852069,144.0,8.0
0.011696963749639099,0.6341999267667522,144.0,10.0
0.01169703080486447,0.6210179421457341,144.0,12.0
0.011696805424801414,0.6653240571219334,144.0,14.0
0.011697036392799919,0.619919443427316,144.0,16.0
0.011696678764931266,0.6902233614060784,144.0,18.0
0.011696820325962608,0.6623947272061517,144.0,20.0
0.011696954436413352,0.6360307579641158,144.0,22.0
0.011697161190024917,0.5953863053826437,144.0,24.0
0.01169739588331372,0.5492493592090809,144.0,26.0
0.011697559796086852,0.5170267301354815,144.0,28.0
0.011697781450859611,0.47345294763822776,144.0,30.0
0.011698068298212592,0.4170633467594288,144.0,32.0
0.011697846643439834,0.46063712925668254,144.0,34.0
0.011698055259696548,0.41962651043573784,144.0,36.0
0.011697587735764091,0.5115342365433907,144.0,38.0
0.011696490637771194,0.7272061515928232,144.0,40.0
0.011697075508348052,0.6122299523983888,144.0,42.0
0.011696799836865966,0.6664225558403516,144.0,46.0
0.011696395642868583,0.745880629805932,144.0,48.0
0.011697513229958122,0.5261808861222995,144.0,50.0
0.011697231970540588,0.5814719882826803,144.0,52.0
0.011697459213248794,0.5367997070670084,144.0,54.0
0.011698126040212219,0.40571219333577446,144.0,56.0
0.011698375634662216,0.3566459172464299,144.0,58.0
0.011698554448596542,0.32149395825704874,144.0,60.0
0.011697544894925659,0.5199560600512633,146.0,-16.0
0.011697870857826774,0.4558769681435372,146.0,-14.0
0.011697740472666328,0.4815086049066276,146.0,-12.0
0.011697965852729385,0.43720248993042843,146.0,-10.0
0.011697472251764839,0.5342365433906994,146.0,-8.0
0.011697043843380515,0.6184547784694251,146.0,-4.0
0.011697168640605514,0.5939216404247528,146.0,-2.0
0.011697069920412605,0.613328451116807,146.0,0.0
0.011697097860089843,0.6078359575247162,146.0,2.0
0.011697164915315215,0.5946539729036983,146.0,4.0
0.011697109035960739,0.6056389600878799,146.0,6.0
0.011697038255445068,0.6195532771878433,146.0,8.0
0.011697053156606262,0.6166239472720615,146.0,10.0
0.011696919046155517,0.6429879165140975,146.0,12.0
0.011696952573768203,0.6363969242035885,146.0,14.0
0.011696758858672683,0.6744782131087514,146.0,16.0
0.011696781210414474,0.6700842182350788,146.0,18.0
0.011696799836865966,0.6664225558403516,146.0,20.0
0.011696576319448058,0.7103625045770781,146.0,22.0
0.01169690973292977,0.6448187477114611,146.0,24.0
0.01169739774595887,0.5488831929696082,146.0,26.0
0.011697744197956626,0.48077627242768217,146.0,28.0
0.011697699494473045,0.48956426217502746,146.0,30.0
0.011697764687053268,0.47674844379348225,146.0,32.0
0.011698066435567443,0.4174295129989015,146.0,34.0
0.011698111139051025,0.4086415232515562,146.0,36.0
0.011696725331059997,0.6810692054192604,146.0,38.0
0.011696024976483886,0.8187477114610033,146.0,40.0
0.01169584616254956,0.8538996704503845,146.0,42.0
0.011696997277251785,0.6276089344562432,146.0,44.0
0.011696941397897308,0.6385939216404248,146.0,46.0
0.011697336278668945,0.560966678872208,146.0,48.0
0.011697099722734992,0.6074697912852435,146.0,50.0
0.011697207756153648,0.5862321493958257,146.0,52.0
0.01169688924383313,0.648846576345661,146.0,54.0
0.011697502054087226,0.5283778835591358,146.0,56.0
0.01169783174227864,0.4635664591724643,146.0,58.0
0.011697995655051772,0.4313438300988649,146.0,60.0
0.011697559796086852,0.5170267301354815,148.0,-18.0
0.011697671554795806,0.4950567557671183,148.0,-16.0
0.011697425685636108,0.5433906993775174,148.0,-14.0
0.011697483427635734,0.532039545953863,148.0,-12.0
0.01169754303228051,0.520322226290736,148.0,-10.0
0.011697472251764839,0.5342365433906994,148.0,-6.0
0.011697291575185363,0.5697546686195533,148.0,-4.0
0.01169720403086335,0.5869644818747711,148.0,-2.0
0.011697157464734619,0.5961186378615891,148.0,0.0
0.01169700659047753,0.6257781032588796,148.0,2.0
0.011697028942219322,0.6213841083852069,148.0,4.0
0.011697043843380515,0.6184547784694251,148.0,6.0
0.011697118349186485,0.6038081288905163,148.0,8.0
0.01169698423873574,0.6301720981325523,148.0,10.0
0.01169700845312268,0.6254119370194069,148.0,12.0
0.011697019628993575,0.6232149395825705,148.0,14.0
0.011696805424801414,0.6653240571219334,148.0,16.0
0.011696721605769698,0.6818015378982059,148.0,18.0
0.011696529753319328,0.7195166605638961,148.0,20.0
0.011696200065127914,0.7843280849505676,148.0,22.0
0.011697019628993575,0.6232149395825705,148.0,24.0
0.011697563521377151,0.5162943976565361,148.0,26.0
0.011697725571505134,0.4844379348224094,148.0,28.0
0.01169785781931073,0.4584401318198462,148.0,30.0
0.011697738610021179,0.48187477114610033,148.0,32.0
0.01169790438543946,0.4492859758330282,148.0,34.0
0.011697118349186485,0.6038081288905163,148.0,36.0
0.011696457110158508,0.7337971439033322,148.0,38.0
0.011695276193133895,0.965946539729037,148.0,40.0
0.011696095756999557,0.80483339436104,148.0,42.0
0.011696682490221565,0.689491028927133,148.0,44.0
0.011697293437830512,0.5693885023800805,148.0,46.0
0.011697319514862602,0.5642621750274625,148.0,48.0
0.011697787038795059,0.4723544489198096,148.0,50.0
0.011697621263376777,0.5049432442328817,148.0,52.0
0.011697531856409614,0.5225192237275723,148.0,54.0
0.011697455487958495,0.5375320395459539,148.0,56.0
0.01169831603001744,0.36836323690955697,148.0,58.0
0.011698072023502891,0.41633101428048336,148.0,60.0
0.011697600774280136,0.5089710728670817,150.0,-22.0
0.011697418235055511,0.5448553643354083,150.0,-20.0
0.011697414509765212,0.5455876968143537,150.0,-18.0
0.011697816841117446,0.46649578908824607,150.0,-16.0
0.011697544894925659,0.5199560600512633,150.0,-14.0
0.011697600774280136,0.5089710728670817,150.0,-12.0
0.011697781450859611,0.47345294763822776,150.0,-10.0
0.011697557933441703,0.5173928963749542,150.0,-8.0
0.011697285987249915,0.5708531673379714,150.0,-6.0
0.01169725059699208,0.5778103258879531,150.0,-4.0
0.011697172365895812,0.5931893079458074,150.0,-2.0
0.011697284124604766,0.5712193335774441,150.0,0.0
0.01169713138770253,0.6012449652142072,150.0,2.0
0.011697116486541335,0.604174295129989,150.0,4.0
0.01169725245963723,0.5774441596484804,150.0,6.0
0.011697293437830512,0.5693885023800805,150.0,8.0
0.011697209618798797,0.585865983156353,150.0,10.0
0.011697144426218574,0.5986818015378982,150.0,12.0
0.011696894831768577,0.6477480776272428,150.0,14.0
0.011696675039640968,0.6909556938850239,150.0,16.0
0.011696734644285743,0.6792383742218968,150.0,18.0
0.01169647759925515,0.7297693152691322,150.0,20.0
0.011696337900868957,0.7572317832295863,150.0,22.0
0.011696758858672683,0.6744782131087514,150.0,24.0
0.011697578422538345,0.5133650677407543,150.0,26.0
0.011697841055504386,0.4617356279751007,150.0,28.0
0.011697481564990585,0.5324057121933358,150.0,30.0
0.011697775862924163,0.4745514463566459,150.0,32.0
0.011697792626730506,0.47125595020139144,150.0,34.0
0.011697317652217452,0.5646283412669352,150.0,36.0
0.011696343488804405,0.7561332845111681,150.0,38.0
0.01169567479919583,0.8875869644818748,150.0,40.0
0.011695170022360389,0.9868180153789821,150.0,42.0
0.011696442208997314,0.7367264738191139,150.0,44.0
0.01169705688189656,0.615891614793116,150.0,46.0
0.011697779588214462,0.4738191138777005,150.0,48.0
0.011697412647120063,0.5459538630538264,150.0,50.0
0.01169712952505738,0.60161113145368,150.0,52.0
0.011696801699511115,0.6660563896008789,150.0,54.0
0.011697150014154022,0.59758330281948,150.0,56.0
0.011697723708859985,0.4848041010618821,150.0,58.0
0.011697643615118568,0.5005492493592091,150.0,60.0
0.011697725571505134,0.4844379348224094,152.0,-22.0
0.011697654790989463,0.49835225192237276,152.0,-20.0
0.011697597048989837,0.5097034053460271,152.0,-18.0
0.011697505779377525,0.5276455510801904,152.0,-16.0
0.01169763802718312,0.5016477480776272,152.0,-14.0
0.011697580285183494,0.5129989015012816,152.0,-12.0
0.011697472251764839,0.5342365433906994,152.0,-10.0
0.011697021491638725,0.6228487733430977,152.0,-8.0
0.011697569109312599,0.5151958989381179,152.0,-6.0
0.011697064332477157,0.6144269498352252,152.0,-4.0
0.01169707923363835,0.6114976199194434,152.0,-2.0
0.011697284124604766,0.5712193335774441,152.0,0.0
0.01169700659047753,0.6257781032588796,152.0,2.0
0.011697306476346557,0.5668253387037715,152.0,4.0
0.011697263635508125,0.5752471622116441,152.0,6.0
0.011697181679121559,0.5913584767484438,152.0,8.0
0.011697097860089843,0.6078359575247162,152.0,10.0
0.011696930222026412,0.6407909190772612,152.0,12.0
0.011696878067962234,0.6510435737824973,152.0,14.0
0.011696881793252532,0.6503112413035519,152.0,16.0
0.01169661916028649,0.7019406810692055,152.0,18.0
0.011696414269320075,0.7422189674112047,152.0,20.0
0.011696652687899177,0.6953496887586965,152.0,22.0
0.011696680627576415,0.6898571951666057,152.0,24.0
0.011697258047572677,0.5763456609300622,152.0,26.0
0.011697755373827522,0.47857927499084585,152.0,28.0
0.011697675280086105,0.49432442328817283,152.0,30.0
0.011698224760405128,0.3863053826437203,152.0,32.0
0.011697917423955505,0.44672281215671916,152.0,34.0
0.01169746852647454,0.5349688758696448,152.0,36.0
0.01169693767260701,0.6393262541193703,152.0,38.0
0.011695607743970458,0.9007689491028927,152.0,40.0
0.011695890866033141,0.8451116807030392,152.0,42.0
0.011696010075322692,0.8216770413767851,152.0,44.0
0.011696460835448806,0.7330648114243867,152.0,46.0
0.01169715187679917,0.5972171365800073,152.0,48.0
0.01169713138770253,0.6012449652142072,152.0,50.0
0.011697405196539466,0.5474185280117173,152.0,52.0
0.011696969337574546,0.633101428048334,152.0,54.0
0.011697069920412605,0.613328451116807,152.0,56.0
0.01169734559189469,0.5591358476748444,152.0,58.0
0.011697271086088722,0.5737824972537532,152.0,60.0
0.011697764687053268,0.47674844379348225,154.0,-30.0
0.011697731159440582,0.4833394361039912,154.0,-28.0
0.011697941638342445,0.4419626510435738,154.0,-26.0
0.011697798214665954,0.4701574514829733,154.0,-24.0
0.011697526268474166,0.5236177224459905,154.0,-22.0
0.011697507642022674,0.5272793848407177,154.0,-20.0
0.011697634301892822,0.5023800805565727,154.0,-18.0
0.011697582147828643,0.5126327352618089,154.0,-16.0
0.011697489015571182,0.5309410472354449,154.0,-14.0
0.01169754303228051,0.520322226290736,154.0,-12.0
0.011697340003959243,0.5602343463932625,154.0,-10.0
0.01169732510279805,0.5631636763090443,154.0,-8.0
0.01169727481137902,0.5730501647748077,154.0,-6.0
0.011697431273571555,0.5422922006590992,154.0,-4.0
0.01169730088841111,0.5679238374221897,154.0,-2.0
0.011697183541766708,0.590992310508971,154.0,0.0
0.011697133250347679,0.6008787989747345,154.0,2.0
0.011697380982152526,0.5521786891248627,154.0,4.0
0.011697170503250663,0.5935554741852801,154.0,6.0
0.011697092272154395,0.6089344562431344,154.0,8.0
0.011697168640605514,0.5939216404247528,154.0,10.0
0.011696926496736114,0.6415232515562066,154.0,12.0
0.011696779347769325,0.6704503844745515,154.0,14.0
0.011696686215511863,0.6887586964481875,154.0,16.0
0.01169647387396485,0.7305016477480777,154.0,18.0
0.011696537203899925,0.7180519956060052,154.0,20.0
0.011696436621061866,0.7378249725375321,154.0,22.0
0.011696704841963355,0.6850970340534603,154.0,24.0
0.011696794248930519,0.6675210545587698,154.0,26.0
0.011697354905120437,0.5573050164774808,154.0,28.0
0.011697967715374534,0.4368363236909557,154.0,30.0
0.011698234073630874,0.38447455144635667,154.0,32.0
0.011698357008210723,0.3603075796411571,154.0,34.0
0.011697980753890579,0.43427316001464666,154.0,36.0
0.011696445934287612,0.7359941413401685,154.0,38.0
0.011696069679967468,0.809959721713658,154.0,40.0
0.01169589459132344,0.8443793482240938,154.0,42.0
0.01169589272867829,0.8447455144635665,154.0,44.0
0.01169669366609246,0.6872940314902967,154.0,46.0
0.011697217069379394,0.5844013181984621,154.0,48.0
0.01169737166892678,0.5540095203222263,154.0,50.0
0.011697025216929023,0.6221164408641523,154.0,52.0
0.011697068057767455,0.6136946173562797,154.0,54.0
0.01169712766241223,0.6019772976931527,154.0,56.0
0.011696848265639846,0.6569022336140609,154.0,58.0
0.011697600774280136,0.5089710728670817,156.0,-30.0
0.011697606362215583,0.5078725741486635,156.0,-28.0
0.011697923011890952,0.445624313438301,156.0,-26.0
0.011697859681955879,0.4580739655803735,156.0,-24.0
