   2.0900000e+02   7.0000000e+00
   2.0300000e+02   7.0000000e+00
   2.8818182e+02   2.1363636e+01
   2.8309677e+02   2.1870968e+01
   1.4717647e+02  -1.2470588e+01
   1.5182609e+02  -7.6521739e+00
   2.5300000e+02  -7.0000000e+00
   2.4630769e+02  -9.3076923e+00
   2.0700000e+02  -2.1000000e+01
   2.0225000e+02  -2.8250000e+01
   2.2633333e+02  -2.8000000e+01
   2.3100000e+02  -1.9000000e+01
   2.0300000e+02   3.9000000e+01
   2.1100000e+02   3.9000000e+01
   1.7100000e+02   4.3000000e+01
   1.6300000e+02   4.3000000e+01
   1.4294737e+02   5.6210526e+01
   1.4263636e+02   4.7181818e+01
   1.9500000e+02   3.3000000e+01
   1.8700000e+02   3.3000000e+01
   2.7260000e+02  -1.2400000e+01
   2.7458065e+02  -1.1612903e+00
   2.5400000e+02  -2.7000000e+01
   2.5500000e+02  -1.7000000e+01
   1.7571429e+02  -8.4285714e+00
   1.7688889e+02  -1.7000000e+01
   1.6918182e+02   5.1090909e+01
   1.7100000e+02   3.0000000e+00
   1.6300000e+02   3.0000000e+00
   2.4214286e+02   2.8857143e+01
   2.3569231e+02   3.5461538e+01
   1.7955556e+02   4.9222222e+01
   1.7981818e+02   5.6848485e+01
   2.5750000e+02   1.3300000e+01
   2.5300000e+02   5.0000000e+00
   1.9960000e+02  -7.4000000e+00
   1.9233333e+02  -9.0000000e+00
   1.7554545e+02  -2.5454545e+01
   1.8333333e+02  -2.5000000e+01
   1.3900000e+02   2.7000000e+01
   1.3900000e+02   1.5000000e+01
   2.8026087e+02  -2.4260870e+01
   2.8692308e+02  -2.3692308e+01
   2.0646154e+02   4.6846154e+01
   2.1500000e+02  -1.7000000e+01
   2.2300000e+02  -1.9000000e+01
   2.3306667e+02   4.8666667e+01
   2.2655556e+02   4.3222222e+01
   1.5500000e+02   3.0000000e+00
   1.5500000e+02   1.5000000e+01
   2.7706667e+02   4.5333333e+01
   2.7583333e+02   5.7833333e+01
   2.4600000e+02   7.0000000e+00
   2.3900000e+02   5.0000000e+00
   1.3460000e+02   4.2000000e+00
   1.3783333e+02  -9.2500000e+00
   1.9861538e+02  -1.9769231e+01
   1.4766667e+02   2.9666667e+01
   1.4524138e+02   3.8620690e+01
   1.5500000e+02   4.3000000e+01
   1.6288889e+02   5.4000000e+01
   1.9542857e+02   4.4285714e+00
   1.8800000e+02   5.0000000e+00
   2.2300000e+02   2.6142857e+01
   2.1550000e+02   2.7000000e+01
   1.9533333e+02   4.4333333e+01
   1.8710345e+02   4.4344828e+01
   2.6960000e+02   8.2400000e+00
   2.6237500e+02   6.2500000e+00
   2.4671429e+02  -2.3571429e+01
   2.0500000e+02   1.9000000e+01
   2.0536842e+02   2.9210526e+01
   1.2633333e+02   3.1333333e+01
   1.3420690e+02   3.6275862e+01
   2.1500000e+02  -2.6533333e+01
   1.8700000e+02   2.1000000e+01
   1.9500000e+02   2.1000000e+01
   1.5900000e+02  -9.0000000e+00
   1.6700000e+02  -9.0000000e+00
   2.6652632e+02   2.4315789e+01
   2.7490909e+02   2.4363636e+01
   1.6300000e+02   3.1000000e+01
   1.7100000e+02   3.1000000e+01
   2.2300000e+02  -5.0000000e+00
   2.1500000e+02  -5.0000000e+00
   2.2300000e+02   1.1000000e+01
   2.1500000e+02   1.1000000e+01
   1.6300000e+02   1.5000000e+01
   1.7100000e+02   1.5000000e+01
   2.6316667e+02  -2.1333333e+01
   2.6995000e+02  -2.4850000e+01
   2.3833333e+02   1.9000000e+01
   2.3100000e+02   1.1000000e+01
   1.8433333e+02  -9.0000000e+00
   1.4700000e+02   1.5000000e+01
   1.4475862e+02   2.0689655e+00
   1.5266667e+02   5.4266667e+01
   2.3766667e+02  -2.5466667e+01
   2.8000000e+02  -1.3000000e+01
   2.3050000e+02   2.7000000e+01
   2.8768000e+02   3.6160000e+01
   1.6588889e+02  -2.3333333e+01
   1.5623529e+02  -2.4176471e+01
   2.7900000e+02   9.6666667e+00
   2.3100000e+02  -5.0000000e+00
   2.3900000e+02  -1.1000000e+01
   2.2200000e+02   5.5555556e+01
   2.0923529e+02   5.5411765e+01
   2.1800000e+02   4.3000000e+01
   2.6320000e+02  -8.6000000e+00
   1.5500000e+02   3.1000000e+01
   1.9075000e+02  -2.3000000e+01
   1.7900000e+02   2.1000000e+01
   1.7955556e+02   5.4444444e+00
   2.0700000e+02  -9.0000000e+00
   1.2725000e+02  -4.6250000e+00
   1.2945098e+02   1.6392157e+01
   2.4847368e+02   2.1526316e+01
   1.7900000e+02   3.7000000e+01
   1.9462500e+02   5.6125000e+01
